e-persona-you,e-persona-human,e-chain-of-thought,baseline,e-chat-history,e-implcit-target
"{'closeness': 0.3780813780813781, 'similarity_metrics': 0.96616817, 'contradiction': 0.4333253502845764, 'evidence_accuracy': 0.6742857142857143, 'evidence_precision': 0.5217391304347826, 'evidence_recall': 0.9230769230769231, 'evidence_f1': 0.6666666666666667, 'crest_accuracy': 0.5772357723577236, 'crest_precision': 0.8018867924528302, 'crest_recall': 0.38636363636363635, 'crest_f1': 0.5214723926380368}","{'closeness': 0.37659637659637657, 'similarity_metrics': 0.9653125, 'contradiction': 0.5246307849884033, 'evidence_accuracy': 0.6757142857142857, 'evidence_precision': 0.5228310502283106, 'evidence_recall': 0.9271255060728745, 'evidence_f1': 0.6686131386861315, 'crest_accuracy': 0.5799457994579946, 'crest_precision': 0.8037383177570093, 'crest_recall': 0.39090909090909093, 'crest_f1': 0.5259938837920489}","{'closeness': 0.009207009207009231, 'similarity_metrics': 0.07782361, 'contradiction': 0.1818213164806366, 'evidence_accuracy': 0.35428571428571426, 'evidence_precision': 0.35336194563662376, 'evidence_recall': 1.0, 'evidence_f1': 0.5221987315010571, 'crest_accuracy': 0.5934959349593496, 'crest_precision': 0.595108695652174, 'crest_recall': 0.9954545454545455, 'crest_f1': 0.7448979591836735}","{'closeness': 0.3780813780813781, 'similarity_metrics': 0.96616817, 'contradiction': 0.4333253502845764, 'evidence_accuracy': 0.6742857142857143, 'evidence_precision': 0.5217391304347826, 'evidence_recall': 0.9230769230769231, 'evidence_f1': 0.6666666666666667, 'crest_accuracy': 0.5772357723577236, 'crest_precision': 0.8018867924528302, 'crest_recall': 0.38636363636363635, 'crest_f1': 0.5214723926380368}","{'closeness': 0.9313929313929314, 'similarity_metrics': 0.99415255, 'contradiction': 0.0862693265080452, 'evidence_accuracy': 0.6742857142857143, 'evidence_precision': 0.7111111111111111, 'evidence_recall': 0.12955465587044535, 'evidence_f1': 0.2191780821917808, 'crest_accuracy': 0.4254742547425474, 'crest_precision': 0.9, 'crest_recall': 0.04090909090909091, 'crest_f1': 0.0782608695652174}","{'closeness': 0.9943569943569943, 'similarity_metrics': 0.99415886, 'contradiction': 0.4765358865261078, 'evidence_accuracy': 0.6371428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4092140921409214, 'crest_precision': 0.625, 'crest_recall': 0.022727272727272728, 'crest_f1': 0.04385964912280702}"
"{'closeness': 0.9528508771929824, 'similarity_metrics': 0.9882796, 'contradiction': 0.5970643758773804, 'evidence_accuracy': 0.8893528183716075, 'evidence_precision': 0.12, 'evidence_recall': 0.08823529411764706, 'evidence_f1': 0.10169491525423728, 'crest_accuracy': 0.42382271468144045, 'crest_precision': 0.9166666666666666, 'crest_recall': 0.05045871559633028, 'crest_f1': 0.09565217391304348}","{'closeness': 0.9528508771929824, 'similarity_metrics': 0.9882796, 'contradiction': 0.5970643758773804, 'evidence_accuracy': 0.8893528183716075, 'evidence_precision': 0.12, 'evidence_recall': 0.08823529411764706, 'evidence_f1': 0.10169491525423728, 'crest_accuracy': 0.42382271468144045, 'crest_precision': 0.9166666666666666, 'crest_recall': 0.05045871559633028, 'crest_f1': 0.09565217391304348}","{'closeness': 0.9609649122807018, 'similarity_metrics': 0.99492407, 'contradiction': 0.06120229512453079, 'evidence_accuracy': 0.8893528183716075, 'evidence_precision': 0.025, 'evidence_recall': 0.014705882352941176, 'evidence_f1': 0.01851851851851852, 'crest_accuracy': 0.40166204986149584, 'crest_precision': 1.0, 'crest_recall': 0.009174311926605505, 'crest_f1': 0.018181818181818184}","{'closeness': 0.9328947368421052, 'similarity_metrics': 0.9669826, 'contradiction': 0.9731561541557312, 'evidence_accuracy': 0.8695198329853863, 'evidence_precision': 0.13924050632911392, 'evidence_recall': 0.16176470588235295, 'evidence_f1': 0.14965986394557823, 'crest_accuracy': 0.4404432132963989, 'crest_precision': 0.8076923076923077, 'crest_recall': 0.0963302752293578, 'crest_f1': 0.1721311475409836}","{'closeness': 0.9546052631578947, 'similarity_metrics': 0.9876675, 'contradiction': 0.6774105429649353, 'evidence_accuracy': 0.8883089770354906, 'evidence_precision': 0.11764705882352941, 'evidence_recall': 0.08823529411764706, 'evidence_f1': 0.1008403361344538, 'crest_accuracy': 0.4155124653739612, 'crest_precision': 0.8181818181818182, 'crest_recall': 0.04128440366972477, 'crest_f1': 0.07860262008733626}","{'closeness': 0.956140350877193, 'similarity_metrics': 0.9673746, 'contradiction': 0.8733765482902527, 'evidence_accuracy': 0.906054279749478, 'evidence_precision': 0.28, 'evidence_recall': 0.20588235294117646, 'evidence_f1': 0.23728813559322035, 'crest_accuracy': 0.42105263157894735, 'crest_precision': 0.68, 'crest_recall': 0.0779816513761468, 'crest_f1': 0.13991769547325103}"
"{'closeness': 0.06043765196248696, 'similarity_metrics': 0.67547303, 'contradiction': 0.22189003229141235, 'evidence_accuracy': 0.05840568271507498, 'evidence_precision': 0.023731587561374796, 'evidence_recall': 1.0, 'evidence_f1': 0.04636290967226219, 'crest_accuracy': 0.5202156334231806, 'crest_precision': 0.549079754601227, 'crest_recall': 0.8523809523809524, 'crest_f1': 0.667910447761194}","{'closeness': 0.06043765196248696, 'similarity_metrics': 0.67547303, 'contradiction': 0.22189003229141235, 'evidence_accuracy': 0.05840568271507498, 'evidence_precision': 0.023731587561374796, 'evidence_recall': 1.0, 'evidence_f1': 0.04636290967226219, 'crest_accuracy': 0.5202156334231806, 'crest_precision': 0.549079754601227, 'crest_recall': 0.8523809523809524, 'crest_f1': 0.667910447761194}","{'closeness': 0.7224730809308788, 'similarity_metrics': 0.99378407, 'contradiction': 0.028997913002967834, 'evidence_accuracy': 0.7079715864246251, 'evidence_precision': 0.011461318051575931, 'evidence_recall': 0.13793103448275862, 'evidence_f1': 0.021164021164021163, 'crest_accuracy': 0.42857142857142855, 'crest_precision': 0.3333333333333333, 'crest_recall': 0.009523809523809525, 'crest_f1': 0.018518518518518517}","{'closeness': 0.06043765196248696, 'similarity_metrics': 0.67547303, 'contradiction': 0.22189003229141235, 'evidence_accuracy': 0.05840568271507498, 'evidence_precision': 0.023731587561374796, 'evidence_recall': 1.0, 'evidence_f1': 0.04636290967226219, 'crest_accuracy': 0.5202156334231806, 'crest_precision': 0.549079754601227, 'crest_recall': 0.8523809523809524, 'crest_f1': 0.667910447761194}","{'closeness': 0.7243834664814172, 'similarity_metrics': 0.99085045, 'contradiction': 0.007440303917974234, 'evidence_accuracy': 0.7095501183898973, 'evidence_precision': 0.011527377521613832, 'evidence_recall': 0.13793103448275862, 'evidence_f1': 0.021276595744680847, 'crest_accuracy': 0.4366576819407008, 'crest_precision': 1.0, 'crest_recall': 0.004761904761904762, 'crest_f1': 0.009478672985781991}","{'closeness': 0.7018061827023272, 'similarity_metrics': 0.9795561, 'contradiction': 0.9325221180915833, 'evidence_accuracy': 0.5864246250986582, 'evidence_precision': 0.0137524557956778, 'evidence_recall': 0.2413793103448276, 'evidence_f1': 0.026022304832713755, 'crest_accuracy': 0.5714285714285714, 'crest_precision': 0.8227848101265823, 'crest_recall': 0.30952380952380953, 'crest_f1': 0.4498269896193771}"
"{'closeness': 0.9995812395309883, 'similarity_metrics': 0.999995, 'contradiction': 0.19928476214408875, 'evidence_accuracy': 0.7612244897959184, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3762057877813505, 'crest_precision': 1.0, 'crest_recall': 0.005128205128205128, 'crest_f1': 0.010204081632653062}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.13127753138542175, 'evidence_accuracy': 0.763265306122449, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3729903536977492, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9908447773616313, 'similarity_metrics': 0.8744621, 'contradiction': 0.3754819631576538, 'evidence_accuracy': 0.7510204081632653, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3858520900321543, 'crest_precision': 1.0, 'crest_recall': 0.020512820512820513, 'crest_f1': 0.04020100502512563}","{'closeness': 0.9970699037254082, 'similarity_metrics': 0.9999354, 'contradiction': 0.349774032831192, 'evidence_accuracy': 0.7591836734693878, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.37942122186495175, 'crest_precision': 1.0, 'crest_recall': 0.010256410256410256, 'crest_f1': 0.020304568527918784}","{'closeness': 0.9970674486803519, 'similarity_metrics': 0.9999401, 'contradiction': 0.36549463868141174, 'evidence_accuracy': 0.7571428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.36977491961414793, 'crest_precision': 0.5, 'crest_recall': 0.01020408163265306, 'crest_f1': 0.019999999999999997}","{'closeness': 0.9861751152073732, 'similarity_metrics': 0.9999436, 'contradiction': 0.20907533168792725, 'evidence_accuracy': 0.6836734693877551, 'evidence_precision': 0.19047619047619047, 'evidence_recall': 0.10344827586206896, 'evidence_f1': 0.13407821229050282, 'crest_accuracy': 0.4630225080385852, 'crest_precision': 0.8918918918918919, 'crest_recall': 0.1683673469387755, 'crest_f1': 0.2832618025751073}"
"{'closeness': 0.9877808435159637, 'similarity_metrics': 0.99588156, 'contradiction': 0.02343805693089962, 'evidence_accuracy': 0.775, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.008928571428571428, 'evidence_f1': 0.01680672268907563, 'crest_accuracy': 0.4289940828402367, 'crest_precision': 1.0, 'crest_recall': 0.03015075376884422, 'crest_f1': 0.05853658536585366}","{'closeness': 0.9909341742215215, 'similarity_metrics': 0.99588156, 'contradiction': 0.02343805693089962, 'evidence_accuracy': 0.7769230769230769, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.008928571428571428, 'evidence_f1': 0.01694915254237288, 'crest_accuracy': 0.4289940828402367, 'crest_precision': 1.0, 'crest_recall': 0.03015075376884422, 'crest_f1': 0.05853658536585366}","{'closeness': 0.941269215608987, 'similarity_metrics': 0.9780545, 'contradiction': 0.20665918290615082, 'evidence_accuracy': 0.7903846153846154, 'evidence_precision': 0.5517241379310345, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.2269503546099291, 'crest_accuracy': 0.4349112426035503, 'crest_precision': 0.75, 'crest_recall': 0.06030150753768844, 'crest_f1': 0.11162790697674418}","{'closeness': 0.9755616870319275, 'similarity_metrics': 0.99588156, 'contradiction': 0.02343805693089962, 'evidence_accuracy': 0.7653846153846153, 'evidence_precision': 0.08333333333333333, 'evidence_recall': 0.008928571428571428, 'evidence_f1': 0.016129032258064516, 'crest_accuracy': 0.4289940828402367, 'crest_precision': 1.0, 'crest_recall': 0.03015075376884422, 'crest_f1': 0.05853658536585366}","{'closeness': 0.9850216791486007, 'similarity_metrics': 0.99592024, 'contradiction': 0.017257267609238625, 'evidence_accuracy': 0.7769230769230769, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.008928571428571428, 'evidence_f1': 0.01694915254237288, 'crest_accuracy': 0.41420118343195267, 'crest_precision': 0.5, 'crest_recall': 0.005050505050505051, 'crest_f1': 0.01}","{'closeness': 0.9956641702798581, 'similarity_metrics': 0.9939528, 'contradiction': 0.21833130717277527, 'evidence_accuracy': 0.7826923076923077, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.008928571428571428, 'evidence_f1': 0.017391304347826087, 'crest_accuracy': 0.4230769230769231, 'crest_precision': 1.0, 'crest_recall': 0.020100502512562814, 'crest_f1': 0.03940886699507389}"
"{'closeness': 0.9950331125827815, 'similarity_metrics': 0.9998134, 'contradiction': 0.026323625817894936, 'evidence_accuracy': 0.7325769854132901, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38636363636363635, 'crest_precision': 0.6, 'crest_recall': 0.013824884792626729, 'crest_f1': 0.02702702702702703}","{'closeness': 0.9950331125827815, 'similarity_metrics': 0.9998134, 'contradiction': 0.026323625817894936, 'evidence_accuracy': 0.7325769854132901, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38636363636363635, 'crest_precision': 0.6, 'crest_recall': 0.013824884792626729, 'crest_f1': 0.02702702702702703}","{'closeness': 0.9970228250082699, 'similarity_metrics': 0.99612254, 'contradiction': 0.004819132853299379, 'evidence_accuracy': 0.7374392220421394, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38920454545454547, 'crest_precision': 1.0, 'crest_recall': 0.004629629629629629, 'crest_f1': 0.009216589861751152}","{'closeness': 0.9950331125827815, 'similarity_metrics': 0.9998134, 'contradiction': 0.026323625817894936, 'evidence_accuracy': 0.7325769854132901, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38636363636363635, 'crest_precision': 0.6, 'crest_recall': 0.013824884792626729, 'crest_f1': 0.02702702702702703}","{'closeness': 0.9970198675496689, 'similarity_metrics': 0.9995425, 'contradiction': 0.04881758987903595, 'evidence_accuracy': 0.7423014586709886, 'evidence_precision': 1.0, 'evidence_recall': 0.012422360248447204, 'evidence_f1': 0.024539877300613494, 'crest_accuracy': 0.39204545454545453, 'crest_precision': 1.0, 'crest_recall': 0.013824884792626729, 'crest_f1': 0.02727272727272727}","{'closeness': 0.9864238410596027, 'similarity_metrics': 0.9995425, 'contradiction': 0.04881758987903595, 'evidence_accuracy': 0.7163695299837926, 'evidence_precision': 0.3793103448275862, 'evidence_recall': 0.13664596273291926, 'evidence_f1': 0.20091324200913244, 'crest_accuracy': 0.3977272727272727, 'crest_precision': 1.0, 'crest_recall': 0.02304147465437788, 'crest_f1': 0.04504504504504504}"
"{'closeness': 0.9976086090075728, 'similarity_metrics': 0.9992693, 'contradiction': 0.2646656334400177, 'evidence_accuracy': 0.4819277108433735, 'evidence_precision': 0.5, 'evidence_recall': 0.0033222591362126247, 'evidence_f1': 0.006600660066006601, 'crest_accuracy': 0.4144385026737968, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9956122856003191, 'similarity_metrics': 0.99916935, 'contradiction': 0.03528624773025513, 'evidence_accuracy': 0.48709122203098104, 'evidence_precision': 1.0, 'evidence_recall': 0.009966777408637873, 'evidence_f1': 0.019736842105263157, 'crest_accuracy': 0.4197860962566845, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.009174311926605505, 'crest_f1': 0.018099547511312215}","{'closeness': 0.981651376146789, 'similarity_metrics': 0.99811834, 'contradiction': 0.8509418964385986, 'evidence_accuracy': 0.4974182444061962, 'evidence_precision': 0.8461538461538461, 'evidence_recall': 0.036544850498338874, 'evidence_f1': 0.07006369426751592, 'crest_accuracy': 0.42513368983957217, 'crest_precision': 1.0, 'crest_recall': 0.013761467889908258, 'crest_f1': 0.027149321266968326}","{'closeness': 0.9972089314194578, 'similarity_metrics': 0.9999688, 'contradiction': 0.01934688724577427, 'evidence_accuracy': 0.4853700516351119, 'evidence_precision': 1.0, 'evidence_recall': 0.006644518272425249, 'evidence_f1': 0.013201320132013201, 'crest_accuracy': 0.4197860962566845, 'crest_precision': 1.0, 'crest_recall': 0.0045871559633027525, 'crest_f1': 0.0091324200913242}","{'closeness': 0.9313921021140805, 'similarity_metrics': 0.95565116, 'contradiction': 0.8304865956306458, 'evidence_accuracy': 0.4836488812392427, 'evidence_precision': 0.509090909090909, 'evidence_recall': 0.09302325581395349, 'evidence_f1': 0.15730337078651685, 'crest_accuracy': 0.4197860962566845, 'crest_precision': 0.5116279069767442, 'crest_recall': 0.10091743119266056, 'crest_f1': 0.16858237547892718}","{'closeness': 0.9852413242919824, 'similarity_metrics': 0.9972023, 'contradiction': 0.8920005559921265, 'evidence_accuracy': 0.5008605851979346, 'evidence_precision': 1.0, 'evidence_recall': 0.036544850498338874, 'evidence_f1': 0.07051282051282053, 'crest_accuracy': 0.42513368983957217, 'crest_precision': 0.8, 'crest_recall': 0.01834862385321101, 'crest_f1': 0.03587443946188341}"
"{'closeness': 0.9659408151870463, 'similarity_metrics': 0.995365, 'contradiction': 0.0156500693410635, 'evidence_accuracy': 0.48641304347826086, 'evidence_precision': 0.273972602739726, 'evidence_recall': 0.3252032520325203, 'evidence_f1': 0.2973977695167286, 'crest_accuracy': 0.46686746987951805, 'crest_precision': 0.639344262295082, 'crest_recall': 0.3696682464454976, 'crest_f1': 0.4684684684684684}","{'closeness': 0.9659408151870463, 'similarity_metrics': 0.995365, 'contradiction': 0.0156500693410635, 'evidence_accuracy': 0.48641304347826086, 'evidence_precision': 0.273972602739726, 'evidence_recall': 0.3252032520325203, 'evidence_f1': 0.2973977695167286, 'crest_accuracy': 0.46686746987951805, 'crest_precision': 0.639344262295082, 'crest_recall': 0.3696682464454976, 'crest_f1': 0.4684684684684684}","{'closeness': 0.9600781686208821, 'similarity_metrics': 0.9944437, 'contradiction': 0.01949297823011875, 'evidence_accuracy': 0.501358695652174, 'evidence_precision': 0.2976588628762542, 'evidence_recall': 0.3617886178861789, 'evidence_f1': 0.326605504587156, 'crest_accuracy': 0.4789156626506024, 'crest_precision': 0.6532258064516129, 'crest_recall': 0.38388625592417064, 'crest_f1': 0.48358208955223886}","{'closeness': 0.9659408151870463, 'similarity_metrics': 0.995365, 'contradiction': 0.0156500693410635, 'evidence_accuracy': 0.48641304347826086, 'evidence_precision': 0.273972602739726, 'evidence_recall': 0.3252032520325203, 'evidence_f1': 0.2973977695167286, 'crest_accuracy': 0.46686746987951805, 'crest_precision': 0.639344262295082, 'crest_recall': 0.3696682464454976, 'crest_f1': 0.4684684684684684}","{'closeness': 0.9620323841429369, 'similarity_metrics': 0.9950124, 'contradiction': 0.01949297823011875, 'evidence_accuracy': 0.4986413043478261, 'evidence_precision': 0.29292929292929293, 'evidence_recall': 0.35365853658536583, 'evidence_f1': 0.3204419889502762, 'crest_accuracy': 0.48493975903614456, 'crest_precision': 0.6639344262295082, 'crest_recall': 0.38388625592417064, 'crest_f1': 0.48648648648648646}","{'closeness': 0.9553322166387493, 'similarity_metrics': 0.99412036, 'contradiction': 0.6038877367973328, 'evidence_accuracy': 0.501358695652174, 'evidence_precision': 0.29900332225913623, 'evidence_recall': 0.36585365853658536, 'evidence_f1': 0.3290676416819013, 'crest_accuracy': 0.4879518072289157, 'crest_precision': 0.6564885496183206, 'crest_recall': 0.4075829383886256, 'crest_f1': 0.5029239766081871}"
"{'closeness': 0.017201166180758065, 'similarity_metrics': 0.61249954, 'contradiction': 0.03264091536402702, 'evidence_accuracy': 0.5035971223021583, 'evidence_precision': 0.5087209302325582, 'evidence_recall': 0.9803921568627451, 'evidence_f1': 0.6698564593301436, 'crest_accuracy': 0.6029411764705882, 'crest_precision': 0.6053412462908012, 'crest_recall': 0.9902912621359223, 'crest_f1': 0.7513812154696133}","{'closeness': 0.997960372960373, 'similarity_metrics': 0.9991242, 'contradiction': 0.052168138325214386, 'evidence_accuracy': 0.4892086330935252, 'evidence_precision': 1.0, 'evidence_recall': 0.0056022408963585435, 'evidence_f1': 0.011142061281337047, 'crest_accuracy': 0.4, 'crest_precision': 1.0, 'crest_recall': 0.009708737864077669, 'crest_f1': 0.01923076923076923}","{'closeness': 0.8740524781341108, 'similarity_metrics': 0.99952096, 'contradiction': 0.0608227476477623, 'evidence_accuracy': 0.4892086330935252, 'evidence_precision': 0.5027932960893855, 'evidence_recall': 0.5042016806722689, 'evidence_f1': 0.5034965034965035, 'crest_accuracy': 0.4647058823529412, 'crest_precision': 0.575, 'crest_recall': 0.44660194174757284, 'crest_f1': 0.5027322404371585}","{'closeness': 0.9959183673469387, 'similarity_metrics': 0.9971833, 'contradiction': 0.05173499882221222, 'evidence_accuracy': 0.48633093525179855, 'evidence_precision': 0.5, 'evidence_recall': 0.0056022408963585435, 'evidence_f1': 0.0110803324099723, 'crest_accuracy': 0.38823529411764707, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9145772594752186, 'similarity_metrics': 0.9969494, 'contradiction': 0.9166788458824158, 'evidence_accuracy': 0.4503597122302158, 'evidence_precision': 0.463768115942029, 'evidence_recall': 0.4481792717086835, 'evidence_f1': 0.45584045584045585, 'crest_accuracy': 0.5029411764705882, 'crest_precision': 0.6069364161849711, 'crest_recall': 0.5097087378640777, 'crest_f1': 0.5540897097625329}","{'closeness': 0.11778425655976676, 'similarity_metrics': 0.85059243, 'contradiction': 0.12908177077770233, 'evidence_accuracy': 0.4446043165467626, 'evidence_precision': 0.47716535433070867, 'evidence_recall': 0.8487394957983193, 'evidence_f1': 0.6108870967741935, 'crest_accuracy': 0.5294117647058824, 'crest_precision': 0.5821428571428572, 'crest_recall': 0.7912621359223301, 'crest_f1': 0.6707818930041152}"
"{'closeness': 0.9445413324032089, 'similarity_metrics': 0.9860608, 'contradiction': 0.9881971478462219, 'evidence_accuracy': 0.6561264822134387, 'evidence_precision': 0.7142857142857143, 'evidence_recall': 0.10752688172043011, 'evidence_f1': 0.18691588785046728, 'crest_accuracy': 0.41359773371104813, 'crest_precision': 0.8235294117647058, 'crest_recall': 0.06422018348623854, 'crest_f1': 0.11914893617021277}","{'closeness': 0.9532612486920126, 'similarity_metrics': 0.9860608, 'contradiction': 0.9881971478462219, 'evidence_accuracy': 0.6521739130434783, 'evidence_precision': 0.6923076923076923, 'evidence_recall': 0.0967741935483871, 'evidence_f1': 0.16981132075471697, 'crest_accuracy': 0.41359773371104813, 'crest_precision': 0.8235294117647058, 'crest_recall': 0.06422018348623854, 'crest_f1': 0.11914893617021277}","{'closeness': 0.9560516219044297, 'similarity_metrics': 0.99630547, 'contradiction': 0.09641416370868683, 'evidence_accuracy': 0.4505928853754941, 'evidence_precision': 0.24725274725274726, 'evidence_recall': 0.24193548387096775, 'evidence_f1': 0.24456521739130435, 'crest_accuracy': 0.4447592067988669, 'crest_precision': 0.5789473684210527, 'crest_recall': 0.3548387096774194, 'crest_f1': 0.44000000000000006}","{'closeness': 0.9445413324032089, 'similarity_metrics': 0.9860608, 'contradiction': 0.9881971478462219, 'evidence_accuracy': 0.6561264822134387, 'evidence_precision': 0.7142857142857143, 'evidence_recall': 0.10752688172043011, 'evidence_f1': 0.18691588785046728, 'crest_accuracy': 0.41359773371104813, 'crest_precision': 0.8235294117647058, 'crest_recall': 0.06422018348623854, 'crest_f1': 0.11914893617021277}","{'closeness': 0.9584931984652947, 'similarity_metrics': 0.98941433, 'contradiction': 0.9883474707603455, 'evidence_accuracy': 0.6442687747035574, 'evidence_precision': 0.6071428571428571, 'evidence_recall': 0.0913978494623656, 'evidence_f1': 0.15887850467289721, 'crest_accuracy': 0.4192634560906516, 'crest_precision': 0.8095238095238095, 'crest_recall': 0.0779816513761468, 'crest_f1': 0.14225941422594143}","{'closeness': 0.9923318229348205, 'similarity_metrics': 0.9984985, 'contradiction': 0.8551807403564453, 'evidence_accuracy': 0.6383399209486166, 'evidence_precision': 0.8, 'evidence_recall': 0.021505376344086023, 'evidence_f1': 0.04188481675392671, 'crest_accuracy': 0.3937677053824363, 'crest_precision': 1.0, 'crest_recall': 0.01834862385321101, 'crest_f1': 0.03603603603603604}"
