e-chat-history,e-persona-you,e-persona-human,e-implcit-target,baseline,e-chain-of-thought
"{'closeness': 0.3703593703593704, 'similarity_metrics': 0.9673795, 'contradiction': 0.023903101682662964, 'evidence_accuracy': 0.52, 'evidence_precision': 0.4186471663619744, 'evidence_recall': 0.9271255060728745, 'evidence_f1': 0.5768261964735516, 'crest_accuracy': 0.5772357723577236, 'crest_precision': 0.6481481481481481, 'crest_recall': 0.6363636363636364, 'crest_f1': 0.6422018348623852}","{'closeness': 0.04098604098604097, 'similarity_metrics': 0.7004402, 'contradiction': 0.35287362337112427, 'evidence_accuracy': 0.38571428571428573, 'evidence_precision': 0.36484490398818314, 'evidence_recall': 1.0, 'evidence_f1': 0.5346320346320346, 'crest_accuracy': 0.6205962059620597, 'crest_precision': 0.615606936416185, 'crest_recall': 0.9681818181818181, 'crest_f1': 0.7526501766784452}","{'closeness': 0.04098604098604097, 'similarity_metrics': 0.7004402, 'contradiction': 0.35287362337112427, 'evidence_accuracy': 0.38571428571428573, 'evidence_precision': 0.36484490398818314, 'evidence_recall': 1.0, 'evidence_f1': 0.5346320346320346, 'crest_accuracy': 0.6205962059620597, 'crest_precision': 0.615606936416185, 'crest_recall': 0.9681818181818181, 'crest_f1': 0.7526501766784452}","{'closeness': 0.3706563706563707, 'similarity_metrics': 0.9673795, 'contradiction': 0.05936457961797714, 'evidence_accuracy': 0.5285714285714286, 'evidence_precision': 0.4230055658627087, 'evidence_recall': 0.9230769230769231, 'evidence_f1': 0.5801526717557252, 'crest_accuracy': 0.6043360433604336, 'crest_precision': 0.6907216494845361, 'crest_recall': 0.6090909090909091, 'crest_f1': 0.6473429951690821}","{'closeness': 0.04098604098604097, 'similarity_metrics': 0.7004402, 'contradiction': 0.35287362337112427, 'evidence_accuracy': 0.38571428571428573, 'evidence_precision': 0.36484490398818314, 'evidence_recall': 1.0, 'evidence_f1': 0.5346320346320346, 'crest_accuracy': 0.6205962059620597, 'crest_precision': 0.615606936416185, 'crest_recall': 0.9681818181818181, 'crest_f1': 0.7526501766784452}","{'closeness': 0.04009504009504006, 'similarity_metrics': 0.6890605, 'contradiction': 0.9509561061859131, 'evidence_accuracy': 0.38285714285714284, 'evidence_precision': 0.3637702503681885, 'evidence_recall': 1.0, 'evidence_f1': 0.5334773218142548, 'crest_accuracy': 0.6205962059620597, 'crest_precision': 0.6149425287356322, 'crest_recall': 0.9727272727272728, 'crest_f1': 0.7535211267605634}"
"{'closeness': 0.9504385964912281, 'similarity_metrics': 0.9911423, 'contradiction': 0.0379059836268425, 'evidence_accuracy': 0.7359081419624217, 'evidence_precision': 0.0776255707762557, 'evidence_recall': 0.25, 'evidence_f1': 0.11846689895470383, 'crest_accuracy': 0.3628808864265928, 'crest_precision': 0.45161290322580644, 'crest_recall': 0.25688073394495414, 'crest_f1': 0.32748538011695905}","{'closeness': 0.9578947368421052, 'similarity_metrics': 0.99500626, 'contradiction': 0.006228565238416195, 'evidence_accuracy': 0.8903966597077244, 'evidence_precision': 0.19672131147540983, 'evidence_recall': 0.17647058823529413, 'evidence_f1': 0.18604651162790695, 'crest_accuracy': 0.3878116343490305, 'crest_precision': 0.45161290322580644, 'crest_recall': 0.06422018348623854, 'crest_f1': 0.11244979919678716}","{'closeness': 0.9578947368421052, 'similarity_metrics': 0.99500626, 'contradiction': 0.006228565238416195, 'evidence_accuracy': 0.8903966597077244, 'evidence_precision': 0.19672131147540983, 'evidence_recall': 0.17647058823529413, 'evidence_f1': 0.18604651162790695, 'crest_accuracy': 0.3878116343490305, 'crest_precision': 0.45161290322580644, 'crest_recall': 0.06422018348623854, 'crest_f1': 0.11244979919678716}","{'closeness': 0.7918859649122807, 'similarity_metrics': 0.73619276, 'contradiction': 0.044546790421009064, 'evidence_accuracy': 0.6440501043841336, 'evidence_precision': 0.16625916870415647, 'evidence_recall': 1.0, 'evidence_f1': 0.2851153039832285, 'crest_accuracy': 0.5429362880886427, 'crest_precision': 0.6255924170616114, 'crest_recall': 0.6055045871559633, 'crest_f1': 0.6153846153846153}","{'closeness': 0.9578947368421052, 'similarity_metrics': 0.99500626, 'contradiction': 0.006228565238416195, 'evidence_accuracy': 0.8903966597077244, 'evidence_precision': 0.19672131147540983, 'evidence_recall': 0.17647058823529413, 'evidence_f1': 0.18604651162790695, 'crest_accuracy': 0.3878116343490305, 'crest_precision': 0.45161290322580644, 'crest_recall': 0.06422018348623854, 'crest_f1': 0.11244979919678716}","{'closeness': 0.9381578947368421, 'similarity_metrics': 0.9661597, 'contradiction': 0.4720929265022278, 'evidence_accuracy': 0.8778705636743215, 'evidence_precision': 0.19753086419753085, 'evidence_recall': 0.23529411764705882, 'evidence_f1': 0.21476510067114093, 'crest_accuracy': 0.4376731301939058, 'crest_precision': 0.6271186440677966, 'crest_recall': 0.16972477064220184, 'crest_f1': 0.26714801444043323}"
"{'closeness': 0.016498784300104208, 'similarity_metrics': 0.41952264, 'contradiction': 0.0508805587887764, 'evidence_accuracy': 0.03946329913180742, 'evidence_precision': 0.023274478330658106, 'evidence_recall': 1.0, 'evidence_f1': 0.04549019607843137, 'crest_accuracy': 0.5795148247978437, 'crest_precision': 0.5771428571428572, 'crest_recall': 0.9619047619047619, 'crest_f1': 0.7214285714285715}","{'closeness': 0.016498784300104208, 'similarity_metrics': 0.41952264, 'contradiction': 0.0508805587887764, 'evidence_accuracy': 0.03946329913180742, 'evidence_precision': 0.023274478330658106, 'evidence_recall': 1.0, 'evidence_f1': 0.04549019607843137, 'crest_accuracy': 0.5795148247978437, 'crest_precision': 0.5771428571428572, 'crest_recall': 0.9619047619047619, 'crest_f1': 0.7214285714285715}","{'closeness': 0.016498784300104208, 'similarity_metrics': 0.41952264, 'contradiction': 0.0508805587887764, 'evidence_accuracy': 0.03946329913180742, 'evidence_precision': 0.023274478330658106, 'evidence_recall': 1.0, 'evidence_f1': 0.04549019607843137, 'crest_accuracy': 0.5795148247978437, 'crest_precision': 0.5771428571428572, 'crest_recall': 0.9619047619047619, 'crest_f1': 0.7214285714285715}","{'closeness': 0.7533865925668635, 'similarity_metrics': 0.99085045, 'contradiction': 0.07008250057697296, 'evidence_accuracy': 0.4546172059984215, 'evidence_precision': 0.011799410029498525, 'evidence_recall': 0.27586206896551724, 'evidence_f1': 0.02263083451202263, 'crest_accuracy': 0.42857142857142855, 'crest_precision': 0.4931506849315068, 'crest_recall': 0.34285714285714286, 'crest_f1': 0.4044943820224719}","{'closeness': 0.016498784300104208, 'similarity_metrics': 0.41952264, 'contradiction': 0.0508805587887764, 'evidence_accuracy': 0.03946329913180742, 'evidence_precision': 0.023274478330658106, 'evidence_recall': 1.0, 'evidence_f1': 0.04549019607843137, 'crest_accuracy': 0.5795148247978437, 'crest_precision': 0.5771428571428572, 'crest_recall': 0.9619047619047619, 'crest_f1': 0.7214285714285715}","{'closeness': 0.7247308093087877, 'similarity_metrics': 0.99028873, 'contradiction': 0.009597553871572018, 'evidence_accuracy': 0.7095501183898973, 'evidence_precision': 0.011527377521613832, 'evidence_recall': 0.13793103448275862, 'evidence_f1': 0.021276595744680847, 'crest_accuracy': 0.431266846361186, 'crest_precision': 0.3333333333333333, 'crest_recall': 0.004761904761904762, 'crest_f1': 0.009389671361502348}"
"{'closeness': 0.22413070800167578, 'similarity_metrics': 0.8641947, 'contradiction': 0.047493189573287964, 'evidence_accuracy': 0.2979591836734694, 'evidence_precision': 0.2409090909090909, 'evidence_recall': 0.9137931034482759, 'evidence_f1': 0.381294964028777, 'crest_accuracy': 0.6141479099678456, 'crest_precision': 0.6415094339622641, 'crest_recall': 0.8717948717948718, 'crest_f1': 0.7391304347826088}","{'closeness': 0.9585253456221198, 'similarity_metrics': 0.9662703, 'contradiction': 0.27656903862953186, 'evidence_accuracy': 0.48367346938775513, 'evidence_precision': 0.18433179723502305, 'evidence_recall': 0.3448275862068966, 'evidence_f1': 0.2402402402402403, 'crest_accuracy': 0.4983922829581994, 'crest_precision': 0.6363636363636364, 'crest_recall': 0.4666666666666667, 'crest_f1': 0.5384615384615385}","{'closeness': 0.9585253456221198, 'similarity_metrics': 0.9662703, 'contradiction': 0.27656903862953186, 'evidence_accuracy': 0.48367346938775513, 'evidence_precision': 0.18433179723502305, 'evidence_recall': 0.3448275862068966, 'evidence_f1': 0.2402402402402403, 'crest_accuracy': 0.4983922829581994, 'crest_precision': 0.6363636363636364, 'crest_recall': 0.4666666666666667, 'crest_f1': 0.5384615384615385}","{'closeness': 0.9585253456221198, 'similarity_metrics': 0.9662703, 'contradiction': 0.27656903862953186, 'evidence_accuracy': 0.48367346938775513, 'evidence_precision': 0.18433179723502305, 'evidence_recall': 0.3448275862068966, 'evidence_f1': 0.2402402402402403, 'crest_accuracy': 0.4983922829581994, 'crest_precision': 0.6363636363636364, 'crest_recall': 0.4666666666666667, 'crest_f1': 0.5384615384615385}","{'closeness': 0.9585253456221198, 'similarity_metrics': 0.9662703, 'contradiction': 0.27656903862953186, 'evidence_accuracy': 0.48367346938775513, 'evidence_precision': 0.18433179723502305, 'evidence_recall': 0.3448275862068966, 'evidence_f1': 0.2402402402402403, 'crest_accuracy': 0.4983922829581994, 'crest_precision': 0.6363636363636364, 'crest_recall': 0.4666666666666667, 'crest_f1': 0.5384615384615385}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.13127753138542175, 'evidence_accuracy': 0.763265306122449, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3729903536977492, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.13204572329523057, 'similarity_metrics': 0.65588033, 'contradiction': 0.1535288542509079, 'evidence_accuracy': 0.29423076923076924, 'evidence_precision': 0.23382045929018788, 'evidence_recall': 1.0, 'evidence_f1': 0.3790186125211506, 'crest_accuracy': 0.5355029585798816, 'crest_precision': 0.569023569023569, 'crest_recall': 0.8535353535353535, 'crest_f1': 0.6828282828282827}","{'closeness': 0.13559322033898302, 'similarity_metrics': 0.65418005, 'contradiction': 0.19716165959835052, 'evidence_accuracy': 0.2980769230769231, 'evidence_precision': 0.2348008385744235, 'evidence_recall': 1.0, 'evidence_f1': 0.38030560271646857, 'crest_accuracy': 0.5355029585798816, 'crest_precision': 0.5694915254237288, 'crest_recall': 0.8484848484848485, 'crest_f1': 0.6815415821501014}","{'closeness': 0.13559322033898302, 'similarity_metrics': 0.65418005, 'contradiction': 0.19716165959835052, 'evidence_accuracy': 0.2980769230769231, 'evidence_precision': 0.2348008385744235, 'evidence_recall': 1.0, 'evidence_f1': 0.38030560271646857, 'crest_accuracy': 0.5355029585798816, 'crest_precision': 0.5694915254237288, 'crest_recall': 0.8484848484848485, 'crest_f1': 0.6815415821501014}","{'closeness': 0.13559322033898302, 'similarity_metrics': 0.65418005, 'contradiction': 0.19716165959835052, 'evidence_accuracy': 0.2980769230769231, 'evidence_precision': 0.2348008385744235, 'evidence_recall': 1.0, 'evidence_f1': 0.38030560271646857, 'crest_accuracy': 0.5355029585798816, 'crest_precision': 0.5694915254237288, 'crest_recall': 0.8484848484848485, 'crest_f1': 0.6815415821501014}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.015118816867470741, 'evidence_accuracy': 0.7846153846153846, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.41420118343195267, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.015118816867470741, 'evidence_accuracy': 0.7846153846153846, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.41420118343195267, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9996689837802052, 'similarity_metrics': 1.0000001, 'contradiction': 0.004043273627758026, 'evidence_accuracy': 0.7390599675850892, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38636363636363635, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9983443708609272, 'similarity_metrics': 0.9986873, 'contradiction': 0.032940711826086044, 'evidence_accuracy': 0.7341977309562399, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39488636363636365, 'crest_precision': 1.0, 'crest_recall': 0.018433179723502304, 'crest_f1': 0.03619909502262444}","{'closeness': 0.9996689837802052, 'similarity_metrics': 1.0000001, 'contradiction': 0.004043273627758026, 'evidence_accuracy': 0.7390599675850892, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38636363636363635, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9970198675496689, 'similarity_metrics': 0.99180216, 'contradiction': 0.2133776992559433, 'evidence_accuracy': 0.7374392220421394, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38920454545454547, 'crest_precision': 1.0, 'crest_recall': 0.004629629629629629, 'crest_f1': 0.009216589861751152}","{'closeness': 0.9996689837802052, 'similarity_metrics': 1.0000001, 'contradiction': 0.004043273627758026, 'evidence_accuracy': 0.7390599675850892, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38636363636363635, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9996689837802052, 'similarity_metrics': 1.0000001, 'contradiction': 0.004043273627758026, 'evidence_accuracy': 0.7390599675850892, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38636363636363635, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.09373753490227366, 'similarity_metrics': 0.6455572, 'contradiction': 0.07065045833587646, 'evidence_accuracy': 0.4974182444061962, 'evidence_precision': 0.5081374321880651, 'evidence_recall': 0.9335548172757475, 'evidence_f1': 0.6580796252927401, 'crest_accuracy': 0.5561497326203209, 'crest_precision': 0.5751445086705202, 'crest_recall': 0.9128440366972477, 'crest_f1': 0.7056737588652482}","{'closeness': 0.09373753490227366, 'similarity_metrics': 0.6455572, 'contradiction': 0.07065045833587646, 'evidence_accuracy': 0.4974182444061962, 'evidence_precision': 0.5081374321880651, 'evidence_recall': 0.9335548172757475, 'evidence_f1': 0.6580796252927401, 'crest_accuracy': 0.5561497326203209, 'crest_precision': 0.5751445086705202, 'crest_recall': 0.9128440366972477, 'crest_f1': 0.7056737588652482}","{'closeness': 0.09373753490227366, 'similarity_metrics': 0.6455572, 'contradiction': 0.07065045833587646, 'evidence_accuracy': 0.4974182444061962, 'evidence_precision': 0.5081374321880651, 'evidence_recall': 0.9335548172757475, 'evidence_f1': 0.6580796252927401, 'crest_accuracy': 0.5561497326203209, 'crest_precision': 0.5751445086705202, 'crest_recall': 0.9128440366972477, 'crest_f1': 0.7056737588652482}","{'closeness': 0.9473474272038293, 'similarity_metrics': 0.9967251, 'contradiction': 0.22567664086818695, 'evidence_accuracy': 0.40619621342512907, 'evidence_precision': 0.4230769230769231, 'evidence_recall': 0.4019933554817276, 'evidence_f1': 0.4122657580919932, 'crest_accuracy': 0.2727272727272727, 'crest_precision': 0.3953488372093023, 'crest_recall': 0.46788990825688076, 'crest_f1': 0.42857142857142855}","{'closeness': 0.09373753490227366, 'similarity_metrics': 0.6455572, 'contradiction': 0.07065045833587646, 'evidence_accuracy': 0.4974182444061962, 'evidence_precision': 0.5081374321880651, 'evidence_recall': 0.9335548172757475, 'evidence_f1': 0.6580796252927401, 'crest_accuracy': 0.5561497326203209, 'crest_precision': 0.5751445086705202, 'crest_recall': 0.9128440366972477, 'crest_f1': 0.7056737588652482}","{'closeness': 0.9469485440765856, 'similarity_metrics': 0.99698, 'contradiction': 0.369108647108078, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.43673469387755104, 'evidence_recall': 0.3554817275747508, 'evidence_f1': 0.39194139194139194, 'crest_accuracy': 0.28342245989304815, 'crest_precision': 0.391304347826087, 'crest_recall': 0.41284403669724773, 'crest_f1': 0.4017857142857143}"
"{'closeness': 0.10273590173087666, 'similarity_metrics': 0.8249682, 'contradiction': 0.9820609092712402, 'evidence_accuracy': 0.4008152173913043, 'evidence_precision': 0.35807860262008734, 'evidence_recall': 1.0, 'evidence_f1': 0.527331189710611, 'crest_accuracy': 0.5572289156626506, 'crest_precision': 0.6113074204946997, 'crest_recall': 0.8238095238095238, 'crest_f1': 0.7018255578093306}","{'closeness': 0.9609156895589056, 'similarity_metrics': 0.98580426, 'contradiction': 0.05383151397109032, 'evidence_accuracy': 0.48097826086956524, 'evidence_precision': 0.2702702702702703, 'evidence_recall': 0.3252032520325203, 'evidence_f1': 0.2952029520295203, 'crest_accuracy': 0.4759036144578313, 'crest_precision': 0.6456692913385826, 'crest_recall': 0.3886255924170616, 'crest_f1': 0.48520710059171596}","{'closeness': 0.9609156895589056, 'similarity_metrics': 0.98580426, 'contradiction': 0.05383151397109032, 'evidence_accuracy': 0.48097826086956524, 'evidence_precision': 0.2702702702702703, 'evidence_recall': 0.3252032520325203, 'evidence_f1': 0.2952029520295203, 'crest_accuracy': 0.4759036144578313, 'crest_precision': 0.6456692913385826, 'crest_recall': 0.3886255924170616, 'crest_f1': 0.48520710059171596}","{'closeness': 0.954215522054718, 'similarity_metrics': 0.9652875, 'contradiction': 0.7940341830253601, 'evidence_accuracy': 0.4782608695652174, 'evidence_precision': 0.2684563758389262, 'evidence_recall': 0.3252032520325203, 'evidence_f1': 0.29411764705882354, 'crest_accuracy': 0.4819277108433735, 'crest_precision': 0.6511627906976745, 'crest_recall': 0.3981042654028436, 'crest_f1': 0.49411764705882355}","{'closeness': 0.9279731993299832, 'similarity_metrics': 0.9808662, 'contradiction': 0.15497179329395294, 'evidence_accuracy': 0.44972826086956524, 'evidence_precision': 0.2507836990595611, 'evidence_recall': 0.3252032520325203, 'evidence_f1': 0.2831858407079646, 'crest_accuracy': 0.5150602409638554, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.47393364928909953, 'crest_f1': 0.554016620498615}","{'closeness': 0.014237855946398703, 'similarity_metrics': 0.71113074, 'contradiction': 0.7187185287475586, 'evidence_accuracy': 0.3383152173913043, 'evidence_precision': 0.33560709413369716, 'evidence_recall': 1.0, 'evidence_f1': 0.5025536261491318, 'crest_accuracy': 0.6295180722891566, 'crest_precision': 0.6322188449848024, 'crest_recall': 0.9904761904761905, 'crest_f1': 0.771799628942486}"
"{'closeness': 0.11778425655976676, 'similarity_metrics': 0.85059243, 'contradiction': 0.09202367812395096, 'evidence_accuracy': 0.4474820143884892, 'evidence_precision': 0.4788732394366197, 'evidence_recall': 0.8571428571428571, 'evidence_f1': 0.6144578313253012, 'crest_accuracy': 0.5294117647058824, 'crest_precision': 0.5809859154929577, 'crest_recall': 0.8009708737864077, 'crest_f1': 0.673469387755102}","{'closeness': 0.9618075801749271, 'similarity_metrics': 0.9992709, 'contradiction': 0.08070193976163864, 'evidence_accuracy': 0.4302158273381295, 'evidence_precision': 0.4380952380952381, 'evidence_recall': 0.3865546218487395, 'evidence_f1': 0.41071428571428575, 'crest_accuracy': 0.4647058823529412, 'crest_precision': 0.575, 'crest_recall': 0.44660194174757284, 'crest_f1': 0.5027322404371585}","{'closeness': 0.9600583090379009, 'similarity_metrics': 0.99926686, 'contradiction': 0.08269841969013214, 'evidence_accuracy': 0.4302158273381295, 'evidence_precision': 0.4380952380952381, 'evidence_recall': 0.3865546218487395, 'evidence_f1': 0.41071428571428575, 'crest_accuracy': 0.4647058823529412, 'crest_precision': 0.575, 'crest_recall': 0.44660194174757284, 'crest_f1': 0.5027322404371585}","{'closeness': 0.9580174927113703, 'similarity_metrics': 0.99522245, 'contradiction': 0.8356136679649353, 'evidence_accuracy': 0.4273381294964029, 'evidence_precision': 0.4353312302839117, 'evidence_recall': 0.3865546218487395, 'evidence_f1': 0.4094955489614243, 'crest_accuracy': 0.47058823529411764, 'crest_precision': 0.5802469135802469, 'crest_recall': 0.4563106796116505, 'crest_f1': 0.5108695652173912}","{'closeness': 0.9618075801749271, 'similarity_metrics': 0.9992709, 'contradiction': 0.08070193976163864, 'evidence_accuracy': 0.4302158273381295, 'evidence_precision': 0.4380952380952381, 'evidence_recall': 0.3865546218487395, 'evidence_f1': 0.41071428571428575, 'crest_accuracy': 0.4647058823529412, 'crest_precision': 0.575, 'crest_recall': 0.44660194174757284, 'crest_f1': 0.5027322404371585}","{'closeness': 0.013411078717201153, 'similarity_metrics': 0.53881, 'contradiction': 0.9140000343322754, 'evidence_accuracy': 0.520863309352518, 'evidence_precision': 0.5173913043478261, 'evidence_recall': 1.0, 'evidence_f1': 0.681948424068768, 'crest_accuracy': 0.6088235294117647, 'crest_precision': 0.608955223880597, 'crest_recall': 0.9902912621359223, 'crest_f1': 0.754158964879852}"
"{'closeness': 0.9605859783746076, 'similarity_metrics': 0.99710876, 'contradiction': 0.10067468136548996, 'evidence_accuracy': 0.4505928853754941, 'evidence_precision': 0.2553191489361702, 'evidence_recall': 0.25806451612903225, 'evidence_f1': 0.25668449197860965, 'crest_accuracy': 0.45325779036827196, 'crest_precision': 0.5882352941176471, 'crest_recall': 0.3686635944700461, 'crest_f1': 0.45325779036827196}","{'closeness': 0.9724450645273806, 'similarity_metrics': 0.9977334, 'contradiction': 0.06720834970474243, 'evidence_accuracy': 0.44664031620553357, 'evidence_precision': 0.23295454545454544, 'evidence_recall': 0.22043010752688172, 'evidence_f1': 0.22651933701657456, 'crest_accuracy': 0.4447592067988669, 'crest_precision': 0.5813953488372093, 'crest_recall': 0.3456221198156682, 'crest_f1': 0.4335260115606936}","{'closeness': 0.9720962678758284, 'similarity_metrics': 0.9976047, 'contradiction': 0.06720834970474243, 'evidence_accuracy': 0.4426877470355731, 'evidence_precision': 0.2303370786516854, 'evidence_recall': 0.22043010752688172, 'evidence_f1': 0.22527472527472525, 'crest_accuracy': 0.4447592067988669, 'crest_precision': 0.5801526717557252, 'crest_recall': 0.35023041474654376, 'crest_f1': 0.4367816091954023}","{'closeness': 0.9588419951168469, 'similarity_metrics': 0.99181855, 'contradiction': 0.14126913249492645, 'evidence_accuracy': 0.4426877470355731, 'evidence_precision': 0.24736842105263157, 'evidence_recall': 0.25268817204301075, 'evidence_f1': 0.25, 'crest_accuracy': 0.4475920679886686, 'crest_precision': 0.5797101449275363, 'crest_recall': 0.3686635944700461, 'crest_f1': 0.45070422535211263}","{'closeness': 0.9724450645273806, 'similarity_metrics': 0.9977334, 'contradiction': 0.06720834970474243, 'evidence_accuracy': 0.44664031620553357, 'evidence_precision': 0.23295454545454544, 'evidence_recall': 0.22043010752688172, 'evidence_f1': 0.22651933701657456, 'crest_accuracy': 0.4447592067988669, 'crest_precision': 0.5813953488372093, 'crest_recall': 0.3456221198156682, 'crest_f1': 0.4335260115606936}","{'closeness': 0.9626787582839205, 'similarity_metrics': 0.98965716, 'contradiction': 0.9904111623764038, 'evidence_accuracy': 0.6482213438735178, 'evidence_precision': 0.6428571428571429, 'evidence_recall': 0.0967741935483871, 'evidence_f1': 0.16822429906542055, 'crest_accuracy': 0.42209631728045327, 'crest_precision': 0.85, 'crest_recall': 0.0779816513761468, 'crest_f1': 0.14285714285714285}"
