baseline,e-implcit-target,e-persona-you,e-chain-of-thought,e-chat-history,e-persona-human
"{'closeness': 0.9976239976239977, 'similarity_metrics': 0.9959733, 'contradiction': 0.04090426117181778, 'evidence_accuracy': 0.6414285714285715, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.004048582995951417, 'evidence_f1': 0.007905138339920948, 'crest_accuracy': 0.3956639566395664, 'crest_precision': 0.2, 'crest_recall': 0.004545454545454545, 'crest_f1': 0.008888888888888889}","{'closeness': 0.009207009207009231, 'similarity_metrics': 0.07782361, 'contradiction': 0.1818213164806366, 'evidence_accuracy': 0.35428571428571426, 'evidence_precision': 0.35336194563662376, 'evidence_recall': 1.0, 'evidence_f1': 0.5221987315010571, 'crest_accuracy': 0.5934959349593496, 'crest_precision': 0.595108695652174, 'crest_recall': 0.9954545454545455, 'crest_f1': 0.7448979591836735}","{'closeness': 0.9976239976239977, 'similarity_metrics': 0.9959733, 'contradiction': 0.04090426117181778, 'evidence_accuracy': 0.6414285714285715, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.004048582995951417, 'evidence_f1': 0.007905138339920948, 'crest_accuracy': 0.3956639566395664, 'crest_precision': 0.2, 'crest_recall': 0.004545454545454545, 'crest_f1': 0.008888888888888889}","{'closeness': 0.9103059103059103, 'similarity_metrics': 0.9934846, 'contradiction': 0.0935116857290268, 'evidence_accuracy': 0.6342857142857142, 'evidence_precision': 0.4470588235294118, 'evidence_recall': 0.15384615384615385, 'evidence_f1': 0.2289156626506024, 'crest_accuracy': 0.3712737127371274, 'crest_precision': 0.4032258064516129, 'crest_recall': 0.11363636363636363, 'crest_f1': 0.17730496453900707}","{'closeness': 0.8354618354618355, 'similarity_metrics': 0.9936979, 'contradiction': 0.01952621154487133, 'evidence_accuracy': 0.6528571428571428, 'evidence_precision': 0.5147058823529411, 'evidence_recall': 0.2834008097165992, 'evidence_f1': 0.3655352480417755, 'crest_accuracy': 0.4254742547425474, 'crest_precision': 0.5740740740740741, 'crest_recall': 0.1409090909090909, 'crest_f1': 0.22627737226277372}","{'closeness': 0.9976239976239977, 'similarity_metrics': 0.9959733, 'contradiction': 0.04090426117181778, 'evidence_accuracy': 0.6414285714285715, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.004048582995951417, 'evidence_f1': 0.007905138339920948, 'crest_accuracy': 0.3956639566395664, 'crest_precision': 0.2, 'crest_recall': 0.004545454545454545, 'crest_f1': 0.008888888888888889}"
"{'closeness': 0.9603070175438596, 'similarity_metrics': 0.9807625, 'contradiction': 0.11315334588289261, 'evidence_accuracy': 0.6774530271398748, 'evidence_precision': 0.06181818181818182, 'evidence_recall': 0.25, 'evidence_f1': 0.09912536443148688, 'crest_accuracy': 0.3407202216066482, 'crest_precision': 0.4315068493150685, 'crest_recall': 0.2889908256880734, 'crest_f1': 0.34615384615384615}","{'closeness': 0.9747807017543859, 'similarity_metrics': 0.98403645, 'contradiction': 0.1144002228975296, 'evidence_accuracy': 0.8173277661795407, 'evidence_precision': 0.08527131782945736, 'evidence_recall': 0.16176470588235295, 'evidence_f1': 0.11167512690355329, 'crest_accuracy': 0.3490304709141274, 'crest_precision': 0.36923076923076925, 'crest_recall': 0.11009174311926606, 'crest_f1': 0.1696113074204947}","{'closeness': 0.9671052631578947, 'similarity_metrics': 0.99354637, 'contradiction': 0.059650175273418427, 'evidence_accuracy': 0.675365344467641, 'evidence_precision': 0.061371841155234655, 'evidence_recall': 0.25, 'evidence_f1': 0.09855072463768116, 'crest_accuracy': 0.3407202216066482, 'crest_precision': 0.4315068493150685, 'crest_recall': 0.2889908256880734, 'crest_f1': 0.34615384615384615}","{'closeness': 0.9855643044619422, 'similarity_metrics': 0.9914783, 'contradiction': 0.25551891326904297, 'evidence_accuracy': 0.9196242171189979, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.08823529411764706, 'evidence_f1': 0.1348314606741573, 'crest_accuracy': 0.4182825484764543, 'crest_precision': 0.75, 'crest_recall': 0.05504587155963303, 'crest_f1': 0.10256410256410257}","{'closeness': 0.9888157894736842, 'similarity_metrics': 0.99988586, 'contradiction': 0.01634221337735653, 'evidence_accuracy': 0.906054279749478, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39335180055401664, 'crest_precision': 0.3333333333333333, 'crest_recall': 0.0045871559633027525, 'crest_f1': 0.009049773755656108}","{'closeness': 0.9671052631578947, 'similarity_metrics': 0.99354637, 'contradiction': 0.059650175273418427, 'evidence_accuracy': 0.6805845511482255, 'evidence_precision': 0.0625, 'evidence_recall': 0.25, 'evidence_f1': 0.1, 'crest_accuracy': 0.3407202216066482, 'crest_precision': 0.4315068493150685, 'crest_recall': 0.2889908256880734, 'crest_f1': 0.34615384615384615}"
"{'closeness': 0.747481764501563, 'similarity_metrics': 0.9563093, 'contradiction': 0.5397237539291382, 'evidence_accuracy': 0.4996053670086819, 'evidence_precision': 0.011308562197092083, 'evidence_recall': 0.2413793103448276, 'evidence_f1': 0.02160493827160494, 'crest_accuracy': 0.444743935309973, 'crest_precision': 0.5163934426229508, 'crest_recall': 0.3, 'crest_f1': 0.37951807228915657}","{'closeness': 0.7441820076415422, 'similarity_metrics': 0.9811299, 'contradiction': 0.798392653465271, 'evidence_accuracy': 0.632991318074191, 'evidence_precision': 0.009009009009009009, 'evidence_recall': 0.13793103448275862, 'evidence_f1': 0.016913319238900635, 'crest_accuracy': 0.41778975741239893, 'crest_precision': 0.43478260869565216, 'crest_recall': 0.09523809523809523, 'crest_f1': 0.15625}","{'closeness': 0.7450503647099687, 'similarity_metrics': 0.9969977, 'contradiction': 0.8649551272392273, 'evidence_accuracy': 0.6369376479873717, 'evidence_precision': 0.009111617312072893, 'evidence_recall': 0.13793103448275862, 'evidence_f1': 0.017094017094017096, 'crest_accuracy': 0.41778975741239893, 'crest_precision': 0.43478260869565216, 'crest_recall': 0.09523809523809523, 'crest_f1': 0.15625}","{'closeness': 0.9878430010420285, 'similarity_metrics': 0.99930716, 'contradiction': 0.08981288969516754, 'evidence_accuracy': 0.8918705603788477, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38274932614555257, 'crest_precision': 0.28888888888888886, 'crest_recall': 0.06190476190476191, 'crest_f1': 0.1019607843137255}","{'closeness': 0.0013893713094824678, 'similarity_metrics': 0.12017069, 'contradiction': 0.3643203377723694, 'evidence_accuracy': 0.022888713496448304, 'evidence_precision': 0.022888713496448304, 'evidence_recall': 1.0, 'evidence_f1': 0.044753086419753084, 'crest_accuracy': 0.5660377358490566, 'crest_precision': 0.5660377358490566, 'crest_recall': 1.0, 'crest_f1': 0.7228915662650602}","{'closeness': 0.7478291073289336, 'similarity_metrics': 0.9563093, 'contradiction': 0.538240909576416, 'evidence_accuracy': 0.5011838989739542, 'evidence_precision': 0.012924071082390954, 'evidence_recall': 0.27586206896551724, 'evidence_f1': 0.02469135802469136, 'crest_accuracy': 0.4528301886792453, 'crest_precision': 0.528, 'crest_recall': 0.3142857142857143, 'crest_f1': 0.3940298507462687}"
"{'closeness': 0.012987012987012991, 'similarity_metrics': 0.064016804, 'contradiction': 0.6323365569114685, 'evidence_accuracy': 0.23673469387755103, 'evidence_precision': 0.23673469387755103, 'evidence_recall': 1.0, 'evidence_f1': 0.38283828382838286, 'crest_accuracy': 0.6270096463022508, 'crest_precision': 0.6270096463022508, 'crest_recall': 1.0, 'crest_f1': 0.7707509881422925}","{'closeness': 0.012987012987012991, 'similarity_metrics': 0.064016804, 'contradiction': 0.6323365569114685, 'evidence_accuracy': 0.23673469387755103, 'evidence_precision': 0.23673469387755103, 'evidence_recall': 1.0, 'evidence_f1': 0.38283828382838286, 'crest_accuracy': 0.6270096463022508, 'crest_precision': 0.6270096463022508, 'crest_recall': 1.0, 'crest_f1': 0.7707509881422925}","{'closeness': 0.012987012987012991, 'similarity_metrics': 0.064016804, 'contradiction': 0.6323365569114685, 'evidence_accuracy': 0.23673469387755103, 'evidence_precision': 0.23673469387755103, 'evidence_recall': 1.0, 'evidence_f1': 0.38283828382838286, 'crest_accuracy': 0.6270096463022508, 'crest_precision': 0.6270096463022508, 'crest_recall': 1.0, 'crest_f1': 0.7707509881422925}","{'closeness': 0.9995810640971932, 'similarity_metrics': 0.9995886, 'contradiction': 0.1689806580543518, 'evidence_accuracy': 0.7591836734693878, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3729903536977492, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.01020408163265306, 'crest_f1': 0.02010050251256281}","{'closeness': 1.0, 'similarity_metrics': 0.9694806, 'contradiction': 0.21799543499946594, 'evidence_accuracy': 0.7612244897959184, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3762057877813505, 'crest_precision': 1.0, 'crest_recall': 0.005128205128205128, 'crest_f1': 0.010204081632653062}","{'closeness': 0.012987012987012991, 'similarity_metrics': 0.064016804, 'contradiction': 0.6323365569114685, 'evidence_accuracy': 0.23673469387755103, 'evidence_precision': 0.23673469387755103, 'evidence_recall': 1.0, 'evidence_f1': 0.38283828382838286, 'crest_accuracy': 0.6270096463022508, 'crest_precision': 0.6270096463022508, 'crest_recall': 1.0, 'crest_f1': 0.7707509881422925}"
"{'closeness': 0.012219156484036264, 'similarity_metrics': 0.09067697, 'contradiction': 0.5246002078056335, 'evidence_accuracy': 0.2173076923076923, 'evidence_precision': 0.21579961464354527, 'evidence_recall': 1.0, 'evidence_f1': 0.3549920760697306, 'crest_accuracy': 0.5828402366863905, 'crest_precision': 0.5845697329376854, 'crest_recall': 0.9949494949494949, 'crest_f1': 0.7364485981308412}","{'closeness': 0.012219156484036264, 'similarity_metrics': 0.09067697, 'contradiction': 0.5246002078056335, 'evidence_accuracy': 0.2173076923076923, 'evidence_precision': 0.21579961464354527, 'evidence_recall': 1.0, 'evidence_f1': 0.3549920760697306, 'crest_accuracy': 0.5828402366863905, 'crest_precision': 0.5845697329376854, 'crest_recall': 0.9949494949494949, 'crest_f1': 0.7364485981308412}","{'closeness': 0.9262908947575877, 'similarity_metrics': 0.99665624, 'contradiction': 0.020779060199856758, 'evidence_accuracy': 0.7596153846153846, 'evidence_precision': 0.34146341463414637, 'evidence_recall': 0.125, 'evidence_f1': 0.18300653594771243, 'crest_accuracy': 0.4171597633136095, 'crest_precision': 1.0, 'crest_recall': 0.005050505050505051, 'crest_f1': 0.010050251256281409}","{'closeness': 0.012219156484036264, 'similarity_metrics': 0.09067697, 'contradiction': 0.5246002078056335, 'evidence_accuracy': 0.2173076923076923, 'evidence_precision': 0.21579961464354527, 'evidence_recall': 1.0, 'evidence_f1': 0.3549920760697306, 'crest_accuracy': 0.5828402366863905, 'crest_precision': 0.5845697329376854, 'crest_recall': 0.9949494949494949, 'crest_f1': 0.7364485981308412}","{'closeness': 0.6227828143476547, 'similarity_metrics': 0.95777893, 'contradiction': 0.16458581387996674, 'evidence_accuracy': 0.5923076923076923, 'evidence_precision': 0.3046875, 'evidence_recall': 0.6964285714285714, 'evidence_f1': 0.42391304347826086, 'crest_accuracy': 0.47337278106508873, 'crest_precision': 0.6351351351351351, 'crest_recall': 0.23737373737373738, 'crest_f1': 0.34558823529411764}","{'closeness': 0.9262908947575877, 'similarity_metrics': 0.99665624, 'contradiction': 0.020779060199856758, 'evidence_accuracy': 0.7596153846153846, 'evidence_precision': 0.34146341463414637, 'evidence_recall': 0.125, 'evidence_f1': 0.18300653594771243, 'crest_accuracy': 0.4171597633136095, 'crest_precision': 1.0, 'crest_recall': 0.005050505050505051, 'crest_f1': 0.010050251256281409}"
"{'closeness': 0.9543046357615894, 'similarity_metrics': 0.98764277, 'contradiction': 0.020447861403226852, 'evidence_accuracy': 0.47811993517017826, 'evidence_precision': 0.16317991631799164, 'evidence_recall': 0.2422360248447205, 'evidence_f1': 0.19499999999999998, 'crest_accuracy': 0.4630681818181818, 'crest_precision': 0.5944055944055944, 'crest_recall': 0.39351851851851855, 'crest_f1': 0.47353760445682447}","{'closeness': 0.9612582781456953, 'similarity_metrics': 0.9887339, 'contradiction': 0.02226264774799347, 'evidence_accuracy': 0.4846029173419773, 'evidence_precision': 0.1630901287553648, 'evidence_recall': 0.2360248447204969, 'evidence_f1': 0.19289340101522842, 'crest_accuracy': 0.4346590909090909, 'crest_precision': 0.5594405594405595, 'crest_recall': 0.37037037037037035, 'crest_f1': 0.4456824512534819}","{'closeness': 0.9543046357615894, 'similarity_metrics': 0.9894537, 'contradiction': 0.021423671394586563, 'evidence_accuracy': 0.4651539708265802, 'evidence_precision': 0.15789473684210525, 'evidence_recall': 0.2422360248447205, 'evidence_f1': 0.19117647058823528, 'crest_accuracy': 0.4460227272727273, 'crest_precision': 0.5695364238410596, 'crest_recall': 0.39814814814814814, 'crest_f1': 0.4686648501362398}","{'closeness': 0.9973509933774835, 'similarity_metrics': 0.99991673, 'contradiction': 0.004043273627758026, 'evidence_accuracy': 0.7260940032414911, 'evidence_precision': 0.25, 'evidence_recall': 0.024844720496894408, 'evidence_f1': 0.04519774011299435, 'crest_accuracy': 0.3806818181818182, 'crest_precision': 0.42857142857142855, 'crest_recall': 0.013824884792626729, 'crest_f1': 0.026785714285714288}","{'closeness': 0.9725165562913908, 'similarity_metrics': 0.9987631, 'contradiction': 0.9856224656105042, 'evidence_accuracy': 0.7228525121555915, 'evidence_precision': 0.3611111111111111, 'evidence_recall': 0.08074534161490683, 'evidence_f1': 0.1319796954314721, 'crest_accuracy': 0.3977272727272727, 'crest_precision': 0.7777777777777778, 'crest_recall': 0.03225806451612903, 'crest_f1': 0.06194690265486726}","{'closeness': 0.9543046357615894, 'similarity_metrics': 0.9894537, 'contradiction': 0.021233756095170975, 'evidence_accuracy': 0.47649918962722854, 'evidence_precision': 0.1625, 'evidence_recall': 0.2422360248447205, 'evidence_f1': 0.1945137157107232, 'crest_accuracy': 0.4659090909090909, 'crest_precision': 0.5972222222222222, 'crest_recall': 0.39814814814814814, 'crest_f1': 0.47777777777777775}"
"{'closeness': 0.9976086090075728, 'similarity_metrics': 0.9957619, 'contradiction': 0.06262051314115524, 'evidence_accuracy': 0.47676419965576594, 'evidence_precision': 0.2, 'evidence_recall': 0.0033222591362126247, 'evidence_f1': 0.006535947712418301, 'crest_accuracy': 0.41711229946524064, 'crest_precision': 0.5, 'crest_recall': 0.009174311926605505, 'crest_f1': 0.01801801801801802}","{'closeness': 0.9976086090075728, 'similarity_metrics': 0.9957619, 'contradiction': 0.06262051314115524, 'evidence_accuracy': 0.47676419965576594, 'evidence_precision': 0.2, 'evidence_recall': 0.0033222591362126247, 'evidence_f1': 0.006535947712418301, 'crest_accuracy': 0.41711229946524064, 'crest_precision': 0.5, 'crest_recall': 0.009174311926605505, 'crest_f1': 0.01801801801801802}","{'closeness': 0.9976086090075728, 'similarity_metrics': 0.9957619, 'contradiction': 0.06262051314115524, 'evidence_accuracy': 0.47676419965576594, 'evidence_precision': 0.2, 'evidence_recall': 0.0033222591362126247, 'evidence_f1': 0.006535947712418301, 'crest_accuracy': 0.41711229946524064, 'crest_precision': 0.5, 'crest_recall': 0.009174311926605505, 'crest_f1': 0.01801801801801802}","{'closeness': 0.012365376944555195, 'similarity_metrics': 0.108766116, 'contradiction': 0.2860277593135834, 'evidence_accuracy': 0.5163511187607573, 'evidence_precision': 0.5172413793103449, 'evidence_recall': 0.9966777408637874, 'evidence_f1': 0.681044267877412, 'crest_accuracy': 0.5828877005347594, 'crest_precision': 0.5828877005347594, 'crest_recall': 1.0, 'crest_f1': 0.7364864864864864}","{'closeness': 1.0, 'similarity_metrics': 0.9971471, 'contradiction': 0.032429758459329605, 'evidence_accuracy': 0.4802065404475043, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.4197860962566845, 'crest_precision': 1.0, 'crest_recall': 0.0045871559633027525, 'crest_f1': 0.0091324200913242}","{'closeness': 0.9976086090075728, 'similarity_metrics': 0.9957619, 'contradiction': 0.06262051314115524, 'evidence_accuracy': 0.47676419965576594, 'evidence_precision': 0.2, 'evidence_recall': 0.0033222591362126247, 'evidence_f1': 0.006535947712418301, 'crest_accuracy': 0.41711229946524064, 'crest_precision': 0.5, 'crest_recall': 0.009174311926605505, 'crest_f1': 0.01801801801801802}"
"{'closeness': 0.9614740368509213, 'similarity_metrics': 0.98310566, 'contradiction': 0.05425634607672691, 'evidence_accuracy': 0.4945652173913043, 'evidence_precision': 0.2827586206896552, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.30597014925373134, 'crest_accuracy': 0.4879518072289157, 'crest_precision': 0.6722689075630253, 'crest_recall': 0.3791469194312796, 'crest_f1': 0.48484848484848486}","{'closeness': 0.00865438302624233, 'similarity_metrics': -0.009233778, 'contradiction': 0.8650546669960022, 'evidence_accuracy': 0.3342391304347826, 'evidence_precision': 0.3342391304347826, 'evidence_recall': 1.0, 'evidence_f1': 0.5010183299389002, 'crest_accuracy': 0.6325301204819277, 'crest_precision': 0.6325301204819277, 'crest_recall': 1.0, 'crest_f1': 0.7749077490774908}","{'closeness': 0.9628699050809604, 'similarity_metrics': 0.98310566, 'contradiction': 0.05425634607672691, 'evidence_accuracy': 0.4986413043478261, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.30769230769230765, 'crest_accuracy': 0.4879518072289157, 'crest_precision': 0.6722689075630253, 'crest_recall': 0.3791469194312796, 'crest_f1': 0.48484848484848486}","{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.040510136634111404, 'evidence_accuracy': 0.6657608695652174, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3674698795180723, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.992462311557789, 'similarity_metrics': 1.0000001, 'contradiction': 0.040510136634111404, 'evidence_accuracy': 0.6603260869565217, 'evidence_precision': 0.3, 'evidence_recall': 0.012195121951219513, 'evidence_f1': 0.0234375, 'crest_accuracy': 0.3614457831325301, 'crest_precision': 0.3333333333333333, 'crest_recall': 0.004739336492890996, 'crest_f1': 0.009345794392523366}","{'closeness': 0.9628699050809604, 'similarity_metrics': 0.98310566, 'contradiction': 0.05425634607672691, 'evidence_accuracy': 0.4986413043478261, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.30769230769230765, 'crest_accuracy': 0.4879518072289157, 'crest_precision': 0.6722689075630253, 'crest_recall': 0.3791469194312796, 'crest_f1': 0.48484848484848486}"
"{'closeness': 0.009037900874635518, 'similarity_metrics': 0.07340664, 'contradiction': 0.1486755758523941, 'evidence_accuracy': 0.5136690647482014, 'evidence_precision': 0.5136690647482014, 'evidence_recall': 1.0, 'evidence_f1': 0.6787072243346007, 'crest_accuracy': 0.6058823529411764, 'crest_precision': 0.6058823529411764, 'crest_recall': 1.0, 'crest_f1': 0.7545787545787545}","{'closeness': 0.009037900874635518, 'similarity_metrics': 0.07340664, 'contradiction': 0.1486755758523941, 'evidence_accuracy': 0.5136690647482014, 'evidence_precision': 0.5136690647482014, 'evidence_recall': 1.0, 'evidence_f1': 0.6787072243346007, 'crest_accuracy': 0.6058823529411764, 'crest_precision': 0.6058823529411764, 'crest_recall': 1.0, 'crest_f1': 0.7545787545787545}","{'closeness': 0.009037900874635518, 'similarity_metrics': 0.07340664, 'contradiction': 0.1486755758523941, 'evidence_accuracy': 0.5136690647482014, 'evidence_precision': 0.5136690647482014, 'evidence_recall': 1.0, 'evidence_f1': 0.6787072243346007, 'crest_accuracy': 0.6058823529411764, 'crest_precision': 0.6058823529411764, 'crest_recall': 1.0, 'crest_f1': 0.7545787545787545}","{'closeness': 0.9892128279883382, 'similarity_metrics': 1.0000001, 'contradiction': 0.014947053976356983, 'evidence_accuracy': 0.5050359712230216, 'evidence_precision': 0.6065573770491803, 'evidence_recall': 0.10364145658263306, 'evidence_f1': 0.17703349282296654, 'crest_accuracy': 0.40588235294117647, 'crest_precision': 0.5757575757575758, 'crest_recall': 0.09178743961352658, 'crest_f1': 0.15833333333333335}","{'closeness': 0.9807580174927114, 'similarity_metrics': 0.9975364, 'contradiction': 0.27758511900901794, 'evidence_accuracy': 0.5079136690647482, 'evidence_precision': 0.5700934579439252, 'evidence_recall': 0.17086834733893558, 'evidence_f1': 0.2629310344827586, 'crest_accuracy': 0.4294117647058823, 'crest_precision': 0.6140350877192983, 'crest_recall': 0.16908212560386474, 'crest_f1': 0.2651515151515152}","{'closeness': 0.009037900874635518, 'similarity_metrics': 0.07340664, 'contradiction': 0.1486755758523941, 'evidence_accuracy': 0.5136690647482014, 'evidence_precision': 0.5136690647482014, 'evidence_recall': 1.0, 'evidence_f1': 0.6787072243346007, 'crest_accuracy': 0.6058823529411764, 'crest_precision': 0.6058823529411764, 'crest_recall': 1.0, 'crest_f1': 0.7545787545787545}"
"{'closeness': 0.010812696198116534, 'similarity_metrics': 0.16610205, 'contradiction': 0.0804561898112297, 'evidence_accuracy': 0.3675889328063241, 'evidence_precision': 0.3675889328063241, 'evidence_recall': 1.0, 'evidence_f1': 0.53757225433526, 'crest_accuracy': 0.6147308781869688, 'crest_precision': 0.6147308781869688, 'crest_recall': 1.0, 'crest_f1': 0.7614035087719299}","{'closeness': 0.010812696198116534, 'similarity_metrics': 0.16610205, 'contradiction': 0.0804561898112297, 'evidence_accuracy': 0.3675889328063241, 'evidence_precision': 0.3675889328063241, 'evidence_recall': 1.0, 'evidence_f1': 0.53757225433526, 'crest_accuracy': 0.6147308781869688, 'crest_precision': 0.6147308781869688, 'crest_recall': 1.0, 'crest_f1': 0.7614035087719299}","{'closeness': 0.010812696198116534, 'similarity_metrics': 0.16610205, 'contradiction': 0.0804561898112297, 'evidence_accuracy': 0.3675889328063241, 'evidence_precision': 0.3675889328063241, 'evidence_recall': 1.0, 'evidence_f1': 0.53757225433526, 'crest_accuracy': 0.6147308781869688, 'crest_precision': 0.6147308781869688, 'crest_recall': 1.0, 'crest_f1': 0.7614035087719299}","{'closeness': 0.4347232752084913, 'similarity_metrics': 1.0000002, 'contradiction': 0.026891086250543594, 'evidence_accuracy': 0.6324110671936759, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38526912181303113, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9982560167422393, 'similarity_metrics': 0.9943162, 'contradiction': 0.09090844541788101, 'evidence_accuracy': 0.6284584980237155, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38526912181303113, 'crest_precision': 0.6666666666666666, 'crest_recall': 0.009174311926605505, 'crest_f1': 0.018099547511312215}","{'closeness': 0.010812696198116534, 'similarity_metrics': 0.16610205, 'contradiction': 0.0804561898112297, 'evidence_accuracy': 0.3675889328063241, 'evidence_precision': 0.3675889328063241, 'evidence_recall': 1.0, 'evidence_f1': 0.53757225433526, 'crest_accuracy': 0.6147308781869688, 'crest_precision': 0.6147308781869688, 'crest_recall': 1.0, 'crest_f1': 0.7614035087719299}"
