e-chain-of-thought,e-persona-human,e-persona-you,baseline,e-implcit-target,e-chat-history
"{'closeness': 0.9373329373329373, 'similarity_metrics': 0.9842557, 'contradiction': 0.9300589561462402, 'evidence_accuracy': 0.6385714285714286, 'evidence_precision': 0.44, 'evidence_recall': 0.08906882591093117, 'evidence_f1': 0.1481481481481481, 'crest_accuracy': 0.4254742547425474, 'crest_precision': 0.7, 'crest_recall': 0.06363636363636363, 'crest_f1': 0.11666666666666667}","{'closeness': 0.8203148203148203, 'similarity_metrics': 0.95865315, 'contradiction': 0.9577963948249817, 'evidence_accuracy': 0.6671428571428571, 'evidence_precision': 0.5507246376811594, 'evidence_recall': 0.3076923076923077, 'evidence_f1': 0.3948051948051948, 'crest_accuracy': 0.4932249322493225, 'crest_precision': 0.7037037037037037, 'crest_recall': 0.2590909090909091, 'crest_f1': 0.37873754152823924}","{'closeness': 0.8215028215028215, 'similarity_metrics': 0.9588919, 'contradiction': 0.9577963948249817, 'evidence_accuracy': 0.6657142857142857, 'evidence_precision': 0.5474452554744526, 'evidence_recall': 0.30364372469635625, 'evidence_f1': 0.390625, 'crest_accuracy': 0.4932249322493225, 'crest_precision': 0.7037037037037037, 'crest_recall': 0.2590909090909091, 'crest_f1': 0.37873754152823924}","{'closeness': 0.8203148203148203, 'similarity_metrics': 0.95865315, 'contradiction': 0.9577963948249817, 'evidence_accuracy': 0.6671428571428571, 'evidence_precision': 0.5507246376811594, 'evidence_recall': 0.3076923076923077, 'evidence_f1': 0.3948051948051948, 'crest_accuracy': 0.4932249322493225, 'crest_precision': 0.7037037037037037, 'crest_recall': 0.2590909090909091, 'crest_f1': 0.37873754152823924}","{'closeness': 0.8363528363528363, 'similarity_metrics': 0.96684074, 'contradiction': 0.8184676766395569, 'evidence_accuracy': 0.6628571428571428, 'evidence_precision': 0.5413533834586466, 'evidence_recall': 0.291497975708502, 'evidence_f1': 0.3789473684210526, 'crest_accuracy': 0.4878048780487805, 'crest_precision': 0.7246376811594203, 'crest_recall': 0.22727272727272727, 'crest_f1': 0.3460207612456747}","{'closeness': 0.9768339768339769, 'similarity_metrics': 0.9995558, 'contradiction': 0.03440742567181587, 'evidence_accuracy': 0.6657142857142857, 'evidence_precision': 0.8421052631578947, 'evidence_recall': 0.06477732793522267, 'evidence_f1': 0.12030075187969926, 'crest_accuracy': 0.3983739837398374, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9326754385964913, 'similarity_metrics': 0.96421814, 'contradiction': 0.9707369804382324, 'evidence_accuracy': 0.8653444676409185, 'evidence_precision': 0.1038961038961039, 'evidence_recall': 0.11764705882352941, 'evidence_f1': 0.1103448275862069, 'crest_accuracy': 0.44321329639889195, 'crest_precision': 0.8148148148148148, 'crest_recall': 0.10091743119266056, 'crest_f1': 0.1795918367346939}","{'closeness': 0.006798245614035081, 'similarity_metrics': 0.016492236, 'contradiction': 0.17831775546073914, 'evidence_accuracy': 0.0720250521920668, 'evidence_precision': 0.07105538140020899, 'evidence_recall': 1.0, 'evidence_f1': 0.1326829268292683, 'crest_accuracy': 0.6066481994459834, 'crest_precision': 0.6055555555555555, 'crest_recall': 1.0, 'crest_f1': 0.7543252595155708}","{'closeness': 0.006798245614035081, 'similarity_metrics': 0.016492236, 'contradiction': 0.17831775546073914, 'evidence_accuracy': 0.0720250521920668, 'evidence_precision': 0.07105538140020899, 'evidence_recall': 1.0, 'evidence_f1': 0.1326829268292683, 'crest_accuracy': 0.6066481994459834, 'crest_precision': 0.6055555555555555, 'crest_recall': 1.0, 'crest_f1': 0.7543252595155708}","{'closeness': 0.8375, 'similarity_metrics': 0.9688735, 'contradiction': 0.9891397953033447, 'evidence_accuracy': 0.7359081419624217, 'evidence_precision': 0.02072538860103627, 'evidence_recall': 0.058823529411764705, 'evidence_f1': 0.030651340996168584, 'crest_accuracy': 0.4903047091412742, 'crest_precision': 0.9047619047619048, 'crest_recall': 0.1743119266055046, 'crest_f1': 0.2923076923076923}","{'closeness': 0.006798245614035081, 'similarity_metrics': 0.016492236, 'contradiction': 0.17831775546073914, 'evidence_accuracy': 0.0720250521920668, 'evidence_precision': 0.07105538140020899, 'evidence_recall': 1.0, 'evidence_f1': 0.1326829268292683, 'crest_accuracy': 0.6066481994459834, 'crest_precision': 0.6055555555555555, 'crest_recall': 1.0, 'crest_f1': 0.7543252595155708}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.005314735695719719, 'evidence_accuracy': 0.9290187891440501, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3961218836565097, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.0053838138242445766, 'similarity_metrics': 0.13130437, 'contradiction': 0.34760475158691406, 'evidence_accuracy': 0.02367797947908445, 'evidence_precision': 0.022906793048973143, 'evidence_recall': 1.0, 'evidence_f1': 0.044787644787644784, 'crest_accuracy': 0.5633423180592992, 'crest_precision': 0.5648648648648649, 'crest_recall': 0.9952380952380953, 'crest_f1': 0.7206896551724138}","{'closeness': 0.0053838138242445766, 'similarity_metrics': 0.13130437, 'contradiction': 0.34760475158691406, 'evidence_accuracy': 0.02367797947908445, 'evidence_precision': 0.022906793048973143, 'evidence_recall': 1.0, 'evidence_f1': 0.044787644787644784, 'crest_accuracy': 0.5633423180592992, 'crest_precision': 0.5648648648648649, 'crest_recall': 0.9952380952380953, 'crest_f1': 0.7206896551724138}","{'closeness': 0.0053838138242445766, 'similarity_metrics': 0.13130437, 'contradiction': 0.34760475158691406, 'evidence_accuracy': 0.02367797947908445, 'evidence_precision': 0.022906793048973143, 'evidence_recall': 1.0, 'evidence_f1': 0.044787644787644784, 'crest_accuracy': 0.5633423180592992, 'crest_precision': 0.5648648648648649, 'crest_recall': 0.9952380952380953, 'crest_f1': 0.7206896551724138}","{'closeness': 0.0053838138242445766, 'similarity_metrics': 0.13130437, 'contradiction': 0.34760475158691406, 'evidence_accuracy': 0.02367797947908445, 'evidence_precision': 0.022906793048973143, 'evidence_recall': 1.0, 'evidence_f1': 0.044787644787644784, 'crest_accuracy': 0.5633423180592992, 'crest_precision': 0.5648648648648649, 'crest_recall': 0.9952380952380953, 'crest_f1': 0.7206896551724138}","{'closeness': 0.758770406391108, 'similarity_metrics': 0.98566145, 'contradiction': 0.9795510768890381, 'evidence_accuracy': 0.47750591949486976, 'evidence_precision': 0.012326656394453005, 'evidence_recall': 0.27586206896551724, 'evidence_f1': 0.02359882005899705, 'crest_accuracy': 0.42048517520215634, 'crest_precision': 0.48175182481751827, 'crest_recall': 0.3142857142857143, 'crest_f1': 0.38040345821325644}","{'closeness': 0.0, 'similarity_metrics': 0.010520722, 'contradiction': 0.36550912261009216, 'evidence_accuracy': 0.022888713496448304, 'evidence_precision': 0.022888713496448304, 'evidence_recall': 1.0, 'evidence_f1': 0.044753086419753084, 'crest_accuracy': 0.5660377358490566, 'crest_precision': 0.5660377358490566, 'crest_recall': 1.0, 'crest_f1': 0.7228915662650602}"
"{'closeness': 0.9903725408120553, 'similarity_metrics': 0.99925464, 'contradiction': 0.9235954880714417, 'evidence_accuracy': 0.7591836734693878, 'evidence_precision': 0.25, 'evidence_recall': 0.008620689655172414, 'evidence_f1': 0.016666666666666666, 'crest_accuracy': 0.3858520900321543, 'crest_precision': 1.0, 'crest_recall': 0.020512820512820513, 'crest_f1': 0.04020100502512563}","{'closeness': 0.8567860116569526, 'similarity_metrics': 0.9929175, 'contradiction': 0.944723904132843, 'evidence_accuracy': 0.746938775510204, 'evidence_precision': 0.44594594594594594, 'evidence_recall': 0.28448275862068967, 'evidence_f1': 0.3473684210526316, 'crest_accuracy': 0.4115755627009646, 'crest_precision': 0.6511627906976745, 'crest_recall': 0.14285714285714285, 'crest_f1': 0.23430962343096234}","{'closeness': 0.8470149253731343, 'similarity_metrics': 0.99256575, 'contradiction': 0.9447439312934875, 'evidence_accuracy': 0.7428571428571429, 'evidence_precision': 0.4358974358974359, 'evidence_recall': 0.29310344827586204, 'evidence_f1': 0.3505154639175257, 'crest_accuracy': 0.41479099678456594, 'crest_precision': 0.6590909090909091, 'crest_recall': 0.14795918367346939, 'crest_f1': 0.24166666666666667}","{'closeness': 0.898424543946932, 'similarity_metrics': 0.9961289, 'contradiction': 0.932661771774292, 'evidence_accuracy': 0.7816326530612245, 'evidence_precision': 0.5882352941176471, 'evidence_recall': 0.25862068965517243, 'evidence_f1': 0.3592814371257485, 'crest_accuracy': 0.40836012861736337, 'crest_precision': 0.8, 'crest_recall': 0.08163265306122448, 'crest_f1': 0.1481481481481481}","{'closeness': 0.82865521575199, 'similarity_metrics': 0.99313706, 'contradiction': 0.9691233038902283, 'evidence_accuracy': 0.763265306122449, 'evidence_precision': 0.5, 'evidence_recall': 0.35344827586206895, 'evidence_f1': 0.41414141414141414, 'crest_accuracy': 0.3890675241157556, 'crest_precision': 0.5882352941176471, 'crest_recall': 0.10204081632653061, 'crest_f1': 0.1739130434782609}","{'closeness': 0.9933277731442869, 'similarity_metrics': 0.9475777, 'contradiction': 0.3953988254070282, 'evidence_accuracy': 0.7571428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.38263665594855306, 'crest_precision': 1.0, 'crest_recall': 0.015384615384615385, 'crest_f1': 0.030303030303030307}"
"{'closeness': 0.9539188656951556, 'similarity_metrics': 0.9712807, 'contradiction': 0.7357816696166992, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.3181818181818182, 'evidence_recall': 0.0625, 'evidence_f1': 0.1044776119402985, 'crest_accuracy': 0.4349112426035503, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.04040404040404041, 'crest_f1': 0.07729468599033817}","{'closeness': 0.9530942057548285, 'similarity_metrics': 0.9687048, 'contradiction': 0.3217393159866333, 'evidence_accuracy': 0.7576923076923077, 'evidence_precision': 0.20833333333333334, 'evidence_recall': 0.044642857142857144, 'evidence_f1': 0.07352941176470588, 'crest_accuracy': 0.4349112426035503, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.04040404040404041, 'crest_f1': 0.07729468599033817}","{'closeness': 0.9530942057548285, 'similarity_metrics': 0.9687048, 'contradiction': 0.3217393159866333, 'evidence_accuracy': 0.7576923076923077, 'evidence_precision': 0.20833333333333334, 'evidence_recall': 0.044642857142857144, 'evidence_f1': 0.07352941176470588, 'crest_accuracy': 0.4349112426035503, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.04040404040404041, 'crest_f1': 0.07729468599033817}","{'closeness': 1.0, 'similarity_metrics': 1.0, 'contradiction': 0.015118816867470741, 'evidence_accuracy': 0.7846153846153846, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.41420118343195267, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9611154752553024, 'similarity_metrics': 0.97684556, 'contradiction': 0.2048812359571457, 'evidence_accuracy': 0.7576923076923077, 'evidence_precision': 0.15, 'evidence_recall': 0.026785714285714284, 'evidence_f1': 0.045454545454545456, 'crest_accuracy': 0.4467455621301775, 'crest_precision': 0.875, 'crest_recall': 0.07035175879396985, 'crest_f1': 0.13023255813953488}","{'closeness': 0.9388714733542319, 'similarity_metrics': 0.97160214, 'contradiction': 0.7861950993537903, 'evidence_accuracy': 0.7653846153846153, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.08928571428571429, 'evidence_f1': 0.14084507042253522, 'crest_accuracy': 0.4378698224852071, 'crest_precision': 0.7, 'crest_recall': 0.0707070707070707, 'crest_f1': 0.12844036697247704}"
"{'closeness': 0.9652317880794702, 'similarity_metrics': 0.9782336, 'contradiction': 0.04050841182470322, 'evidence_accuracy': 0.7406807131280388, 'evidence_precision': 0.5263157894736842, 'evidence_recall': 0.062111801242236024, 'evidence_f1': 0.1111111111111111, 'crest_accuracy': 0.4034090909090909, 'crest_precision': 0.8888888888888888, 'crest_recall': 0.03686635944700461, 'crest_f1': 0.07079646017699116}","{'closeness': 0.952317880794702, 'similarity_metrics': 0.9397826, 'contradiction': 0.3098691403865814, 'evidence_accuracy': 0.513776337115073, 'evidence_precision': 0.16097560975609757, 'evidence_recall': 0.20496894409937888, 'evidence_f1': 0.18032786885245905, 'crest_accuracy': 0.45738636363636365, 'crest_precision': 0.5984251968503937, 'crest_recall': 0.35185185185185186, 'crest_f1': 0.44314868804664725}","{'closeness': 0.9857615894039735, 'similarity_metrics': 0.9381347, 'contradiction': 0.3708469271659851, 'evidence_accuracy': 0.7406807131280388, 'evidence_precision': 0.5714285714285714, 'evidence_recall': 0.024844720496894408, 'evidence_f1': 0.047619047619047616, 'crest_accuracy': 0.3835227272727273, 'crest_precision': 0.5, 'crest_recall': 0.018433179723502304, 'crest_f1': 0.035555555555555556}","{'closeness': 0.9887417218543046, 'similarity_metrics': 0.942286, 'contradiction': 0.38745859265327454, 'evidence_accuracy': 0.7374392220421394, 'evidence_precision': 0.4, 'evidence_recall': 0.012422360248447204, 'evidence_f1': 0.024096385542168672, 'crest_accuracy': 0.3835227272727273, 'crest_precision': 0.4, 'crest_recall': 0.009259259259259259, 'crest_f1': 0.01809954751131222}","{'closeness': 0.9804635761589404, 'similarity_metrics': 0.91055906, 'contradiction': 0.146401047706604, 'evidence_accuracy': 0.7374392220421394, 'evidence_precision': 0.4444444444444444, 'evidence_recall': 0.024844720496894408, 'evidence_f1': 0.047058823529411764, 'crest_accuracy': 0.38920454545454547, 'crest_precision': 0.6, 'crest_recall': 0.027649769585253458, 'crest_f1': 0.052863436123348026}","{'closeness': 0.9996688741721854, 'similarity_metrics': 1.0000001, 'contradiction': 0.02823002077639103, 'evidence_accuracy': 0.7358184764991896, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3806818181818182, 'crest_precision': 0.3333333333333333, 'crest_recall': 0.004608294930875576, 'crest_f1': 0.009090909090909092}"
"{'closeness': 0.9912455232789494, 'similarity_metrics': 0.99811834, 'contradiction': 0.8509418964385986, 'evidence_accuracy': 0.4905335628227194, 'evidence_precision': 0.8571428571428571, 'evidence_recall': 0.019933554817275746, 'evidence_f1': 0.03896103896103895, 'crest_accuracy': 0.42245989304812837, 'crest_precision': 0.75, 'crest_recall': 0.013761467889908258, 'crest_f1': 0.02702702702702703}","{'closeness': 0.9254088552054248, 'similarity_metrics': 0.9966644, 'contradiction': 0.033689554780721664, 'evidence_accuracy': 0.5662650602409639, 'evidence_precision': 0.8656716417910447, 'evidence_recall': 0.19269102990033224, 'evidence_f1': 0.31521739130434784, 'crest_accuracy': 0.42245989304812837, 'crest_precision': 0.6, 'crest_recall': 0.027522935779816515, 'crest_f1': 0.05263157894736843}","{'closeness': 0.9525329078579976, 'similarity_metrics': 0.99677, 'contradiction': 0.047477222979068756, 'evidence_accuracy': 0.5421686746987951, 'evidence_precision': 0.8888888888888888, 'evidence_recall': 0.132890365448505, 'evidence_f1': 0.23121387283236997, 'crest_accuracy': 0.4197860962566845, 'crest_precision': 0.5714285714285714, 'crest_recall': 0.01834862385321101, 'crest_f1': 0.035555555555555556}","{'closeness': 0.8631830873554048, 'similarity_metrics': 0.996757, 'contradiction': 0.17821381986141205, 'evidence_accuracy': 0.459552495697074, 'evidence_precision': 0.4782608695652174, 'evidence_recall': 0.4750830564784053, 'evidence_f1': 0.4766666666666667, 'crest_accuracy': 0.4946524064171123, 'crest_precision': 0.5838150289017341, 'crest_recall': 0.463302752293578, 'crest_f1': 0.5166240409207161}","{'closeness': 0.8879138412445153, 'similarity_metrics': 0.9858388, 'contradiction': 0.9877398610115051, 'evidence_accuracy': 0.5232358003442341, 'evidence_precision': 0.5923076923076923, 'evidence_recall': 0.2558139534883721, 'evidence_f1': 0.35730858468677495, 'crest_accuracy': 0.4304812834224599, 'crest_precision': 0.5342465753424658, 'crest_recall': 0.17889908256880735, 'crest_f1': 0.26804123711340205}","{'closeness': 0.9597128041483846, 'similarity_metrics': 1.0, 'contradiction': 0.018342867493629456, 'evidence_accuracy': 0.5215146299483648, 'evidence_precision': 1.0, 'evidence_recall': 0.07641196013289037, 'evidence_f1': 0.14197530864197533, 'crest_accuracy': 0.4144385026737968, 'crest_precision': 0.0, 'crest_recall': 0.0, 'crest_f1': 0}"
"{'closeness': 0.9803596127247579, 'similarity_metrics': 0.9307309, 'contradiction': 0.06640950590372086, 'evidence_accuracy': 0.6603260869565217, 'evidence_precision': 0.4, 'evidence_recall': 0.032520325203252036, 'evidence_f1': 0.06015037593984963, 'crest_accuracy': 0.35542168674698793, 'crest_precision': 0.3333333333333333, 'crest_recall': 0.01904761904761905, 'crest_f1': 0.036036036036036036}","{'closeness': 0.00865438302624233, 'similarity_metrics': -0.009233778, 'contradiction': 0.8650546669960022, 'evidence_accuracy': 0.3342391304347826, 'evidence_precision': 0.3342391304347826, 'evidence_recall': 1.0, 'evidence_f1': 0.5010183299389002, 'crest_accuracy': 0.6325301204819277, 'crest_precision': 0.6325301204819277, 'crest_recall': 1.0, 'crest_f1': 0.7749077490774908}","{'closeness': 0.00865438302624233, 'similarity_metrics': -0.009233778, 'contradiction': 0.8650546669960022, 'evidence_accuracy': 0.3342391304347826, 'evidence_precision': 0.3342391304347826, 'evidence_recall': 1.0, 'evidence_f1': 0.5010183299389002, 'crest_accuracy': 0.6325301204819277, 'crest_precision': 0.6325301204819277, 'crest_recall': 1.0, 'crest_f1': 0.7749077490774908}","{'closeness': 0.00865438302624233, 'similarity_metrics': -0.009233778, 'contradiction': 0.8650546669960022, 'evidence_accuracy': 0.3342391304347826, 'evidence_precision': 0.3342391304347826, 'evidence_recall': 1.0, 'evidence_f1': 0.5010183299389002, 'crest_accuracy': 0.6325301204819277, 'crest_precision': 0.6325301204819277, 'crest_recall': 1.0, 'crest_f1': 0.7749077490774908}","{'closeness': 0.00865438302624233, 'similarity_metrics': -0.009233778, 'contradiction': 0.8650546669960022, 'evidence_accuracy': 0.3342391304347826, 'evidence_precision': 0.3342391304347826, 'evidence_recall': 1.0, 'evidence_f1': 0.5010183299389002, 'crest_accuracy': 0.6325301204819277, 'crest_precision': 0.6325301204819277, 'crest_recall': 1.0, 'crest_f1': 0.7749077490774908}","{'closeness': 0.9003350083752094, 'similarity_metrics': 0.98392296, 'contradiction': 0.17947223782539368, 'evidence_accuracy': 0.5095108695652174, 'evidence_precision': 0.3252279635258359, 'evidence_recall': 0.4349593495934959, 'evidence_f1': 0.37217391304347824, 'crest_accuracy': 0.5060240963855421, 'crest_precision': 0.6690647482014388, 'crest_recall': 0.44075829383886256, 'crest_f1': 0.5314285714285714}"
"{'closeness': 0.009037900874635518, 'similarity_metrics': 0.07340664, 'contradiction': 0.1486755758523941, 'evidence_accuracy': 0.5136690647482014, 'evidence_precision': 0.5136690647482014, 'evidence_recall': 1.0, 'evidence_f1': 0.6787072243346007, 'crest_accuracy': 0.6058823529411764, 'crest_precision': 0.6058823529411764, 'crest_recall': 1.0, 'crest_f1': 0.7545787545787545}","{'closeness': 0.9988338192419826, 'similarity_metrics': 0.9968448, 'contradiction': 0.9835609197616577, 'evidence_accuracy': 0.4848920863309353, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39705882352941174, 'crest_precision': 1.0, 'crest_recall': 0.00966183574879227, 'crest_f1': 0.019138755980861243}","{'closeness': 0.9988338192419826, 'similarity_metrics': 0.9968448, 'contradiction': 0.9835609197616577, 'evidence_accuracy': 0.4848920863309353, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39705882352941174, 'crest_precision': 1.0, 'crest_recall': 0.00966183574879227, 'crest_f1': 0.019138755980861243}","{'closeness': 0.9988338192419826, 'similarity_metrics': 0.9968448, 'contradiction': 0.9835609197616577, 'evidence_accuracy': 0.4848920863309353, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.39705882352941174, 'crest_precision': 1.0, 'crest_recall': 0.00966183574879227, 'crest_f1': 0.019138755980861243}","{'closeness': 1.0, 'similarity_metrics': 1.0000001, 'contradiction': 0.025782465934753418, 'evidence_accuracy': 0.48633093525179855, 'evidence_precision': 0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'crest_accuracy': 0.3941176470588235, 'crest_precision': 0, 'crest_recall': 0.0, 'crest_f1': 0}","{'closeness': 0.9551020408163265, 'similarity_metrics': 0.99744964, 'contradiction': 0.15608146786689758, 'evidence_accuracy': 0.5035971223021583, 'evidence_precision': 0.6875, 'evidence_recall': 0.06162464985994398, 'evidence_f1': 0.11311053984575836, 'crest_accuracy': 0.40294117647058825, 'crest_precision': 0.8, 'crest_recall': 0.019417475728155338, 'crest_f1': 0.03791469194312796}"
"{'closeness': 0.010812696198116534, 'similarity_metrics': 0.16610205, 'contradiction': 0.0804561898112297, 'evidence_accuracy': 0.3675889328063241, 'evidence_precision': 0.3675889328063241, 'evidence_recall': 1.0, 'evidence_f1': 0.53757225433526, 'crest_accuracy': 0.6147308781869688, 'crest_precision': 0.6147308781869688, 'crest_recall': 1.0, 'crest_f1': 0.7614035087719299}","{'closeness': 0.8207185211021975, 'similarity_metrics': 0.98714614, 'contradiction': 0.983991265296936, 'evidence_accuracy': 0.4841897233201581, 'evidence_precision': 0.345679012345679, 'evidence_recall': 0.45161290322580644, 'evidence_f1': 0.39160839160839156, 'crest_accuracy': 0.48725212464589235, 'crest_precision': 0.608433734939759, 'crest_recall': 0.46543778801843316, 'crest_f1': 0.5274151436031331}","{'closeness': 0.8210673177537495, 'similarity_metrics': 0.98714614, 'contradiction': 0.983991265296936, 'evidence_accuracy': 0.48221343873517786, 'evidence_precision': 0.34297520661157027, 'evidence_recall': 0.44623655913978494, 'evidence_f1': 0.3878504672897196, 'crest_accuracy': 0.48725212464589235, 'crest_precision': 0.608433734939759, 'crest_recall': 0.46543778801843316, 'crest_f1': 0.5274151436031331}","{'closeness': 0.8238576909661668, 'similarity_metrics': 0.98714614, 'contradiction': 0.983991265296936, 'evidence_accuracy': 0.48023715415019763, 'evidence_precision': 0.34024896265560167, 'evidence_recall': 0.44086021505376344, 'evidence_f1': 0.3840749414519906, 'crest_accuracy': 0.48441926345609065, 'crest_precision': 0.6060606060606061, 'crest_recall': 0.4608294930875576, 'crest_f1': 0.5235602094240838}","{'closeness': 0.7816532961283571, 'similarity_metrics': 0.9790086, 'contradiction': 0.9901325702667236, 'evidence_accuracy': 0.4743083003952569, 'evidence_precision': 0.36013986013986016, 'evidence_recall': 0.553763440860215, 'evidence_f1': 0.4364406779661017, 'crest_accuracy': 0.5354107648725213, 'crest_precision': 0.6331658291457286, 'crest_recall': 0.5806451612903226, 'crest_f1': 0.6057692307692307}","{'closeness': 0.0, 'similarity_metrics': 0.041183416, 'contradiction': 0.09854677319526672, 'evidence_accuracy': 0.3675889328063241, 'evidence_precision': 0.3675889328063241, 'evidence_recall': 1.0, 'evidence_f1': 0.53757225433526, 'crest_accuracy': 0.6147308781869688, 'crest_precision': 0.6147308781869688, 'crest_recall': 1.0, 'crest_f1': 0.7614035087719299}"
