texts,labels,predictions,z,normal_text,word_rationales
▁ a ▁soccer ▁player ▁wearing ▁ a ▁red ▁uniform ▁walks ▁off ▁the ▁field ▁after ▁ a ▁game ▁near ▁ a ▁parking ▁lot . </s> ▁A ▁soccer ▁player ▁kick s ▁and ▁scores ▁ a ▁goal . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",a soccer player wearing a red uniform walks off the field after a game near a parking lot. A soccer player kicks and scores a goal.,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]"
▁ a ▁soccer ▁player ▁wearing ▁ a ▁red ▁uniform ▁walks ▁off ▁the ▁field ▁after ▁ a ▁game ▁near ▁ a ▁parking ▁lot . </s> ▁There ▁is ▁ a ▁field ▁with ▁ a ▁parking ▁lot . </s>,1,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",a soccer player wearing a red uniform walks off the field after a game near a parking lot. There is a field with a parking lot.,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]"
▁A ▁female ▁camera ▁operator ▁is ▁ capturing ▁some ▁off - cam era ▁activity . </s> ▁A ▁lady ▁is ▁painting ▁ a ▁picture </s>,0,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",A female camera operator is capturing some off-camera activity. A lady is painting a picture,"[0, 1, 0, 0, 0, 1, 0, 1, 1]"
▁A ▁female ▁camera ▁operator ▁is ▁ capturing ▁some ▁off - cam era ▁activity . </s> ▁A ▁lady ▁is ▁taking ▁ a ▁picture </s>,1,1,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A female camera operator is capturing some off-camera activity. A lady is taking a picture,"[0, 1, 1, 0, 0, 1, 0, 1, 1]"
▁A ▁man ▁is ▁celebrating ▁his ▁victory ▁while ▁smiling ▁and ▁shooting ▁champagne ▁in ▁the ▁air ▁with ▁his ▁team mate . </s> ▁A ▁man ▁is ▁celebrating ▁his ▁victory ▁while ▁smiling ▁and ▁shooting ▁guns ▁in ▁the ▁air </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",A man is celebrating his victory while smiling and shooting champagne in the air with his teammate. A man is celebrating his victory while smiling and shooting guns in the air,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]"
▁A ▁man ▁is ▁celebrating ▁his ▁victory ▁while ▁smiling ▁and ▁shooting ▁champagne ▁in ▁the ▁air ▁with ▁his ▁team mate . </s> ▁A ▁man ▁is ▁celebrating ▁his ▁victory ▁while ▁smiling ▁and ▁shooting ▁champagne ▁in ▁the ▁air </s>,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",A man is celebrating his victory while smiling and shooting champagne in the air with his teammate. A man is celebrating his victory while smiling and shooting champagne in the air,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
▁A ▁man ▁is ▁celebrating ▁his ▁victory ▁while ▁smiling ▁and ▁shooting ▁champagne ▁in ▁the ▁air ▁with ▁his ▁team mate . </s> ▁A ▁man ▁is ▁happily ▁celebrating ▁his ▁victory ▁while ▁smiling ▁and ▁shooting ▁champagne ▁in ▁the ▁air </s>,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",A man is celebrating his victory while smiling and shooting champagne in the air with his teammate. A man is happily celebrating his victory while smiling and shooting champagne in the air,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
▁A ▁man ▁and ▁ a ▁woman ▁are ▁holding ▁hands ▁on ▁the ▁shore ▁of ▁ a ▁lake . </s> ▁A ▁man ▁stands ▁alone ▁on ▁ a ▁beach . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man and a woman are holding hands on the shore of a lake. A man stands alone on a beach.,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1]"
▁A ▁man ▁and ▁ a ▁woman ▁are ▁holding ▁hands ▁on ▁the ▁shore ▁of ▁ a ▁lake . </s> ▁A ▁couple ▁holds ▁hands ▁on ▁the ▁shore . </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man and a woman are holding hands on the shore of a lake. A couple holds hands on the shore.,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
▁Three ▁guys ▁in ▁red ▁uniform s ▁celebrating ▁ a ▁goal ▁in ▁ a ▁soccer ▁game . </s> ▁Three ▁men ▁in ▁blue ▁block ▁ a ▁soccer ▁ball . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Three guys in red uniforms celebrating a goal in a soccer game. Three men in blue block a soccer ball.,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1]"
▁A ▁person ▁in ▁blue ▁is ▁the ▁only ▁person ▁currently ▁throwing ▁their ▁ball ▁at ▁ a ▁bowl ing ▁alle y . </s> ▁The ▁person ▁is ▁eating ▁nach o s . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]",A person in blue is the only person currently throwing their ball at a bowling alley. The person is eating nachos.,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1]"
▁A ▁person ▁in ▁blue ▁is ▁the ▁only ▁person ▁currently ▁throwing ▁their ▁ball ▁at ▁ a ▁bowl ing ▁alle y . </s> ▁A ▁person ▁is ▁bowl ing . </s>,1,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A person in blue is the only person currently throwing their ball at a bowling alley. A person is bowling.,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1]"
▁A ▁woman ▁with ▁ a ▁blue ▁shirt ▁and ▁colorful ▁hair ▁has ▁just ▁ thrown ▁the ▁bowl ing ▁ball . </s> ▁A ▁women ▁is ▁sleeping . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman with a blue shirt and colorful hair has just thrown the bowling ball. A women is sleeping.,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1]"
▁A ▁woman ▁with ▁ a ▁blue ▁shirt ▁and ▁colorful ▁hair ▁has ▁just ▁ thrown ▁the ▁bowl ing ▁ball . </s> ▁A ▁woman ▁is ▁bowl ing . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A woman with a blue shirt and colorful hair has just thrown the bowling ball. A woman is bowling.,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1]"
▁The ▁wind ▁propel s ▁ a ▁sailing ▁ship ▁on ▁ a ▁group ▁of ▁cruise r s . </s> ▁The ▁sailing ▁ship ▁is ▁alone ▁on ▁the ▁water . </s>,0,0,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",The wind propels a sailing ship on a group of cruisers. The sailing ship is alone on the water.,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
▁The ▁wind ▁propel s ▁ a ▁sailing ▁ship ▁on ▁ a ▁group ▁of ▁cruise r s . </s> ▁There ▁are ▁many ▁boats ▁out . </s>,1,0,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]",The wind propels a sailing ship on a group of cruisers. There are many boats out.,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1]"
▁A ▁swimmer ▁is ▁performing ▁the ▁breast stroke ▁in ▁an ▁indoor ▁swimming ▁pool ▁set ▁up ▁for ▁ a ▁competition . </s> ▁A ▁man ▁is ▁riding ▁ a ▁bike </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",A swimmer is performing the breaststroke in an indoor swimming pool set up for a competition. A man is riding a bike,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]"
▁A ▁swimmer ▁is ▁performing ▁the ▁breast stroke ▁in ▁an ▁indoor ▁swimming ▁pool ▁set ▁up ▁for ▁ a ▁competition . </s> ▁A ▁swimmer ▁is ▁swimming </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A swimmer is performing the breaststroke in an indoor swimming pool set up for a competition. A swimmer is swimming,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]"
▁An ▁entertain ers ▁ reaches ▁out ▁to ▁his ▁audience ▁during ▁ a ▁performance . </s> ▁A ▁man ▁ ju ggling ▁ flam ing ▁to r ches . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",An entertainers reaches out to his audience during a performance. A man juggling flaming torches.,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]"
▁A ▁young ▁red headed ▁woman ▁laugh s ▁at ▁something . </s> ▁A ▁young ▁red headed ▁man ▁laugh s ▁at ▁something . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A young redheaded woman laughs at something. A young redheaded man laughs at something.,"[0, 0, 0, 1, 1, 0, 1]"
▁A ▁young ▁red headed ▁woman ▁laugh s ▁at ▁something . </s> ▁A ▁red headed ▁woman ▁laugh s ▁at ▁something . </s>,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A young redheaded woman laughs at something. A redheaded woman laughs at something.,"[0, 1, 0, 0, 1, 0, 1]"
▁Two ▁NHL ▁hockey ▁players ▁prepare ▁to ▁fight ▁over ▁ a ▁puck ▁during ▁ a ▁face ▁off . </s> ▁The ▁ball erin a s ▁have ▁words ▁before ▁the ▁ reci tial . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Two NHL hockey players prepare to fight over a puck during a face off. The ballerinas have words before the recitial.,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1]"
▁Two ▁NHL ▁hockey ▁players ▁prepare ▁to ▁fight ▁over ▁ a ▁puck ▁during ▁ a ▁face ▁off . </s> ▁The ▁players ▁vi gar ously ▁compete ▁in ▁their ▁game . </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Two NHL hockey players prepare to fight over a puck during a face off. The players vigarously compete in their game.,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1]"
▁Many ▁people ▁ gathered ▁in ▁ a ▁room ▁with ▁several ▁people ▁on ▁stage ▁with ▁instruments ▁and ▁the ▁words ▁ ' The ▁Early ▁November ' ▁on ▁the ▁wall . </s> ▁Mo b ▁gather s ▁as ▁flute s ▁fight ▁to ▁the ▁death </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",Many people gathered in a room with several people on stage with instruments and the words 'The Early November' on the wall. Mob gathers as flutes fight to the death,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
▁Many ▁people ▁ gathered ▁in ▁ a ▁room ▁with ▁several ▁people ▁on ▁stage ▁with ▁instruments ▁and ▁the ▁words ▁ ' The ▁Early ▁November ' ▁on ▁the ▁wall . </s> ▁People ▁leave ▁as ▁the ▁concert ▁is ▁decide s ▁to ▁charge ▁per ▁note </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]",Many people gathered in a room with several people on stage with instruments and the words 'The Early November' on the wall. People leave as the concert is decides to charge per note,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
"▁There ▁are ▁two ▁ k il ted ▁men , ▁one ▁of ▁them ▁older ▁and ▁is ▁holding ▁bag pipe s ▁with ▁the ▁other ▁one ▁with ▁ a ▁drum . </s> ▁Two ▁woman ▁are ▁dancing </s>",0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","There are two kilted men, one of them older and is holding bagpipes with the other one with a drum. Two woman are dancing","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]"
"▁There ▁are ▁two ▁ k il ted ▁men , ▁one ▁of ▁them ▁older ▁and ▁is ▁holding ▁bag pipe s ▁with ▁the ▁other ▁one ▁with ▁ a ▁drum . </s> ▁Two ▁ ki led ▁men ▁hold ▁bag pipe s </s>",0,0,"[0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","There are two kilted men, one of them older and is holding bagpipes with the other one with a drum. Two kiled men hold bagpipes","[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1]"
"▁A ▁large ▁number ▁of ▁people ▁are ▁watching ▁men ▁dressed ▁in ▁ k il t s , ▁one ▁of ▁whom ▁has ▁ thrown ▁ a ▁long ▁pole . </s> ▁ a ▁cow ▁mo o ' s </s>",0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. a cow moo's","[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1]"
"▁A ▁large ▁number ▁of ▁people ▁are ▁watching ▁men ▁dressed ▁in ▁ k il t s , ▁one ▁of ▁whom ▁has ▁ thrown ▁ a ▁long ▁pole . </s> ▁people ▁watch ▁men ▁in ▁ k il t s </s>",1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","A large number of people are watching men dressed in kilts, one of whom has thrown a long pole. people watch men in kilts","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1]"
▁A ▁man ▁wearing ▁ a ▁ k il t ▁has ▁ thrown ▁ a ▁large ▁pole . </s> ▁A ▁man ▁is ▁dancing ▁thru ▁the ▁field . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",A man wearing a kilt has thrown a large pole. A man is dancing thru the field.,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 1]"
▁A ▁man ▁wearing ▁ a ▁ k il t ▁has ▁ thrown ▁ a ▁large ▁pole . </s> ▁A ▁person ▁ t hrew ▁ a ▁pole . </s>,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A man wearing a kilt has thrown a large pole. A person threw a pole.,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 1]"
▁A ▁man ▁wearing ▁ a ▁ k il t ▁has ▁ thrown ▁ a ▁large ▁pole . </s> ▁A ▁man ▁is ▁wearing ▁ a ▁skirt . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man wearing a kilt has thrown a large pole. A man is wearing a skirt.,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 1]"
"▁Three ▁young ▁men ▁wearing ▁backpack s , ▁short s , ▁ t - shirts , ▁sandal s ▁and ▁ hat s ▁are ▁standing ▁together ▁on ▁ a ▁sandy ▁surface ▁with ▁palm ▁trees ▁in ▁the ▁distance . </s> ▁Three ▁guys ▁are ▁sitting ▁at ▁ a ▁picnic ▁table ▁the ▁beach ▁while ▁admir ing ▁the ▁sunny ▁day . </s>",0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","Three young men wearing backpacks, shorts, t-shirts, sandals and hats are standing together on a sandy surface with palm trees in the distance. Three guys are sitting at a picnic table the beach while admiring the sunny day.","[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1]"
"▁Three ▁young ▁men ▁wearing ▁backpack s , ▁short s , ▁ t - shirts , ▁sandal s ▁and ▁ hat s ▁are ▁standing ▁together ▁on ▁ a ▁sandy ▁surface ▁with ▁palm ▁trees ▁in ▁the ▁distance . </s> ▁A ▁small ▁group ▁of ▁men ▁ cla d ▁in ▁summer y ▁clothing ▁are ▁standing ▁on ▁sandy ▁palm ▁tree ▁lined ▁beach . </s>",1,1,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Three young men wearing backpacks, shorts, t-shirts, sandals and hats are standing together on a sandy surface with palm trees in the distance. A small group of men clad in summery clothing are standing on sandy palm tree lined beach.","[1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]"
"▁A ▁female ▁ runner ▁dressed ▁in ▁blue ▁athletic ▁wear ▁is ▁running ▁in ▁ a ▁competition , ▁while ▁spectator s ▁line ▁the ▁street . </s> ▁The ▁streets ▁are ▁empty . </s>",0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","A female runner dressed in blue athletic wear is running in a competition, while spectators line the street. The streets are empty.","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]"
"▁A ▁female ▁ runner ▁dressed ▁in ▁blue ▁athletic ▁wear ▁is ▁running ▁in ▁ a ▁competition , ▁while ▁spectator s ▁line ▁the ▁street . </s> ▁There ▁are ▁people ▁on ▁the ▁street . </s>",1,1,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","A female runner dressed in blue athletic wear is running in a competition, while spectators line the street. There are people on the street.","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]"
"▁A ▁female ▁ runner ▁dressed ▁in ▁blue ▁athletic ▁wear ▁is ▁running ▁in ▁ a ▁competition , ▁while ▁spectator s ▁line ▁the ▁street . </s> ▁There ▁are ▁children ▁in ▁the ▁streets . </s>",0,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","A female runner dressed in blue athletic wear is running in a competition, while spectators line the street. There are children in the streets.","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]"
