e-implcit-target-e-persona-human,e-implcit-target-e-persona-you,baseline,e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
,,,,,,
"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.7856741, 'contradiction': 0.004456255119293928}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.7856741, 'contradiction': 0.004456255119293928}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.8016979, 'contradiction': 0.9983627200126648}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.8016979, 'contradiction': 0.9983627200126648}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.7856741, 'contradiction': 0.004456255119293928}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.8016979, 'contradiction': 0.9983627200126648}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.9477172, 'contradiction': 0.0017449748702347279}"
,,,,,,
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.82626295, 'contradiction': 0.010092188604176044}"
,,"{'distance': 0.09523809523809523, 'evidence_accuracy': 0.7727272727272727, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8789835, 'contradiction': 0.9598181247711182}","{'distance': 0.09523809523809523, 'evidence_accuracy': 0.7727272727272727, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8789835, 'contradiction': 0.9598181247711182}",,"{'distance': 0.09523809523809523, 'evidence_accuracy': 0.7727272727272727, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8789835, 'contradiction': 0.9598181247711182}","{'distance': 0.18181818181818177, 'evidence_accuracy': 0.6818181818181818, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8189386, 'contradiction': 0.0033164569176733494}"
"{'distance': 0.06976744186046513, 'evidence_accuracy': 0.8636363636363636, 'evidence_precision': 1.0, 'evidence_recall': 0.4, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.9910141, 'contradiction': 0.0021742749959230423}","{'distance': 0.045454545454545414, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8605458, 'contradiction': 0.9994151592254639}","{'distance': 0.06976744186046513, 'evidence_accuracy': 0.8636363636363636, 'evidence_precision': 1.0, 'evidence_recall': 0.4, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.9910141, 'contradiction': 0.0021742749959230423}","{'distance': 0.06976744186046513, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.4, 'evidence_f1': 0.5, 'similarity_metrics': 0.98600835, 'contradiction': 0.0014576775720342994}","{'distance': 0.045454545454545414, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8605458, 'contradiction': 0.9994151592254639}","{'distance': 0.06976744186046513, 'evidence_accuracy': 0.8636363636363636, 'evidence_precision': 1.0, 'evidence_recall': 0.4, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.9910141, 'contradiction': 0.0021742749959230423}","{'distance': 0.045454545454545414, 'evidence_accuracy': 0.7727272727272727, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.97992176, 'contradiction': 0.004200572147965431}"
,,,,,,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8420681, 'contradiction': 0.07573297619819641}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.96678746, 'contradiction': 0.004594737198203802}"
,,,,,,
,,,,,,
"{'distance': 0.26315789473684215, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9217114, 'contradiction': 0.016518324613571167}","{'distance': 0.26315789473684215, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9217114, 'contradiction': 0.016518324613571167}","{'distance': 0.36363636363636365, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8640202, 'contradiction': 0.0017763710347935557}","{'distance': 0.36363636363636365, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8640202, 'contradiction': 0.0017763710347935557}","{'distance': 0.125, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.5939058, 'contradiction': 0.9976556301116943}","{'distance': 0.36363636363636365, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8640202, 'contradiction': 0.0017763710347935557}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.78780586, 'contradiction': 0.0680808424949646}"
"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.9473684210526315, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.8840617, 'contradiction': 0.978139340877533}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.9473684210526315, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.8840617, 'contradiction': 0.978139340877533}",,,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.9473684210526315, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.8840617, 'contradiction': 0.978139340877533}",,"{'distance': 0.26315789473684215, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.25, 'similarity_metrics': 0.8399813, 'contradiction': 0.93765789270401}"
,,,,,,"{'distance': 0.1333333333333333, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.88266075, 'contradiction': 0.002210174920037389}"
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.98477685, 'contradiction': 0.002672983566299081}"
,,,,,,
,,,,"{'distance': 0.1333333333333333, 'evidence_accuracy': 0.7241379310344828, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9867438, 'contradiction': 0.18583741784095764}",,"{'distance': 0.03448275862068961, 'evidence_accuracy': 0.8275862068965517, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.948833, 'contradiction': 0.0020108032040297985}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"{'distance': 0.06382978723404253, 'evidence_accuracy': 0.875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9715681, 'contradiction': 0.7465558052062988}",,"{'distance': 0.06382978723404253, 'evidence_accuracy': 0.875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9715681, 'contradiction': 0.7465558052062988}","{'distance': 0.06382978723404253, 'evidence_accuracy': 0.875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97236097, 'contradiction': 0.8387324810028076}",,"{'distance': 0.06382978723404253, 'evidence_accuracy': 0.875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9715681, 'contradiction': 0.7465558052062988}","{'distance': 0.04166666666666663, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9916228, 'contradiction': 0.0007998865912668407}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,"{'distance': 0.20833333333333337, 'evidence_accuracy': 0.42105263157894735, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.92979705, 'contradiction': 0.006169168744236231}",,"{'distance': 0.20833333333333337, 'evidence_accuracy': 0.42105263157894735, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.92979705, 'contradiction': 0.006169168744236231}",
,,,"{'distance': 0.22448979591836737, 'evidence_accuracy': 0.631578947368421, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9566816, 'contradiction': 0.005177943501621485}",,"{'distance': 0.22448979591836737, 'evidence_accuracy': 0.631578947368421, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9566816, 'contradiction': 0.005177943501621485}",
,,,,,,
,,,,,,"{'distance': 0.10526315789473684, 'evidence_accuracy': 0.7368421052631579, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.25, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.91115606, 'contradiction': 0.004292741883546114}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.5, 'evidence_recall': 0.125, 'evidence_f1': 0.2, 'similarity_metrics': 0.9571307, 'contradiction': 0.001316357054747641}"
,,,,,,
,,,,,,
,,,,,,
,,,,"{'distance': 0.022222222222222254, 'evidence_accuracy': 0.8695652173913043, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.98313046, 'contradiction': 0.00803408958017826}",,"{'distance': 0.04347826086956519, 'evidence_accuracy': 0.7391304347826086, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9931289, 'contradiction': 0.001041523413732648}"
,,,,,,
"{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.96242356, 'contradiction': 0.0020705382339656353}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.96242356, 'contradiction': 0.0020705382339656353}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.96242356, 'contradiction': 0.0020705382339656353}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.96242356, 'contradiction': 0.0020705382339656353}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.96242356, 'contradiction': 0.0020705382339656353}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.7, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.96242356, 'contradiction': 0.0020705382339656353}","{'distance': 0.09999999999999998, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97892904, 'contradiction': 0.0058696032501757145}"
,,,,,,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.7058823529411765, 'evidence_precision': 0.2, 'evidence_recall': 0.5, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.6126425, 'contradiction': 0.042303431779146194}"
,,,,,,"{'distance': 0.11764705882352944, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.85320306, 'contradiction': 0.0021108018700033426}"
,,,,,,
,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.4, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7850764, 'contradiction': 0.02852250449359417}",,"{'distance': 0.23809523809523814, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8840643, 'contradiction': 0.13205008208751678}",,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.7, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.948691, 'contradiction': 0.0011921036057174206}"
,,,,,,
"{'distance': 0.11764705882352944, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.78455967, 'contradiction': 0.9980613589286804}","{'distance': 0.11764705882352944, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.78455967, 'contradiction': 0.9980613589286804}",,,"{'distance': 0.11764705882352944, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.78455967, 'contradiction': 0.9980613589286804}",,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.9411764705882353, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.98714733, 'contradiction': 0.001533360336907208}"
,,,,,,
"{'distance': 0.1578947368421053, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9341671, 'contradiction': 0.002460515359416604}","{'distance': 0.1578947368421053, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9341671, 'contradiction': 0.002460515359416604}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.93851906, 'contradiction': 0.0025436743162572384}","{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.93851906, 'contradiction': 0.0025436743162572384}","{'distance': 0.1578947368421053, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9341671, 'contradiction': 0.002460515359416604}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9482447, 'contradiction': 0.0013803798938170075}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9197941, 'contradiction': 0.0012094376143068075}"
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.625, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': 0.71109027, 'contradiction': 0.31888091564178467}"
,,,,,,
,,,,,,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.7013046, 'contradiction': 0.30556538701057434}"
,,,,,,"{'distance': 0.045454545454545414, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9761127, 'contradiction': 0.0011554922675713897}"
,,,,,,
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9651663, 'contradiction': 0.003504526801407337}"
,,,,,,
,,,,"{'distance': 0.050000000000000044, 'evidence_accuracy': 0.8, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.98345256, 'contradiction': 0.4725396931171417}",,"{'distance': 0.050000000000000044, 'evidence_accuracy': 0.9, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.97491735, 'contradiction': 0.004230733960866928}"
,,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9649688, 'contradiction': 0.9362883567810059}","{'distance': 0.05555555555555558, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9649688, 'contradiction': 0.9362883567810059}",,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9649688, 'contradiction': 0.9362883567810059}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8353094, 'contradiction': 0.7902566194534302}"
,,,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.25, 'similarity_metrics': 0.86448187, 'contradiction': 0.9985677003860474}","{'distance': 0.05555555555555558, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.14285714285714285, 'evidence_f1': 0.25, 'similarity_metrics': 0.934882, 'contradiction': 0.9935594797134399}",,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.7222222222222222, 'evidence_precision': 1.0, 'evidence_recall': 0.2857142857142857, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': 0.9945198, 'contradiction': 0.0017388287233188748}"
,,,,,,
,,"{'distance': 0.2571428571428571, 'evidence_accuracy': 0.5263157894736842, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8218777, 'contradiction': 0.07885903120040894}",,"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.631578947368421, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.78867906, 'contradiction': 0.97867351770401}",,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.7368421052631579, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9584704, 'contradiction': 0.0015955691924318671}"
,,,,,,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.9280619, 'contradiction': 0.001930388156324625}"
,,,,,,
"{'distance': 0.125, 'evidence_accuracy': 0.625, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7026853, 'contradiction': 0.9991175532341003}",,"{'distance': 0.125, 'evidence_accuracy': 0.625, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7026853, 'contradiction': 0.9991175532341003}","{'distance': 0.125, 'evidence_accuracy': 0.625, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7026853, 'contradiction': 0.9991175532341003}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.625, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.71508664, 'contradiction': 0.9944479465484619}","{'distance': 0.125, 'evidence_accuracy': 0.625, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.7026853, 'contradiction': 0.9991175532341003}","{'distance': 0.125, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.98633635, 'contradiction': 0.0020056762732565403}"
,,,,,,
"{'distance': 0.0625, 'evidence_accuracy': 0.9375, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.77291614, 'contradiction': 0.9974754452705383}","{'distance': 0.0625, 'evidence_accuracy': 0.9375, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.77291614, 'contradiction': 0.9974754452705383}","{'distance': 0.0625, 'evidence_accuracy': 0.875, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.8168613, 'contradiction': 0.7819429636001587}","{'distance': 0.09090909090909094, 'evidence_accuracy': 0.9375, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.7699786, 'contradiction': 0.9937886595726013}","{'distance': 0.0625, 'evidence_accuracy': 0.9375, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.71539664, 'contradiction': 0.9976298809051514}","{'distance': 1.0, 'evidence_accuracy': 0.125, 'evidence_precision': 0.125, 'evidence_recall': 1.0, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': 0.33798623, 'contradiction': 0.010687383823096752}","{'distance': 0.0625, 'evidence_accuracy': 0.875, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.91974455, 'contradiction': 0.0014735856093466282}"
,,,,,,
,,,,,,"{'distance': 0.052631578947368474, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.9317218, 'contradiction': 0.0012639526976272464}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.5, 'evidence_accuracy': 0.75, 'evidence_precision': 0.75, 'evidence_recall': 0.75, 'evidence_f1': 0.75, 'similarity_metrics': 0.60782117, 'contradiction': 0.10006431490182877}"
,,,,,,
,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.904116, 'contradiction': 0.9994946718215942}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.904116, 'contradiction': 0.9994946718215942}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.904116, 'contradiction': 0.9994946718215942}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.904116, 'contradiction': 0.9994946718215942}",
,,,,,,
,,,"{'distance': 0.0980392156862745, 'evidence_accuracy': 0.7391304347826086, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.98795164, 'contradiction': 0.0011540233390405774}",,,"{'distance': 0.04347826086956519, 'evidence_accuracy': 0.782608695652174, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.97827935, 'contradiction': 0.0017733628628775477}"
,,,,,,
,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.94726354, 'contradiction': 0.9961087107658386}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.94726354, 'contradiction': 0.9961087107658386}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.94726354, 'contradiction': 0.9961087107658386}",,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.94726354, 'contradiction': 0.9961087107658386}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.35714285714285715, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.945909, 'contradiction': 0.0011376783950254321}"
,,,,,,
