baseline,e-implcit-target-e-persona-human,e-persona-you,e-implcit-target-e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
,"{'distance': 0.5, 'evidence_accuracy': 0.45454545454545453, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.303162), 'contradiction': 0.9976186156272888}",,,,,"{'distance': 0.28, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.735801), 'contradiction': 0.4137822389602661}"
,,,,,,"{'distance': 0.28, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8881091), 'contradiction': 0.0017186099430546165}"
,,,,,,
,,,,,,"{'distance': 0.13207547169811318, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9127816), 'contradiction': 0.007724962662905455}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.67198485), 'contradiction': 0.022168809548020363}"
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.78964126), 'contradiction': 0.008285879157483578}"
,,,,,,"{'distance': 0.3846153846153846, 'evidence_accuracy': 0.9, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.733107), 'contradiction': 0.0016631749458611012}"
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8662529), 'contradiction': 0.0019732778891921043}"
,,,,,,"{'distance': 0.31034482758620685, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.57106507), 'contradiction': 0.008830206468701363}"
,,,,,,"{'distance': 0.4666666666666667, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.53463614), 'contradiction': 0.001297828508540988}"
,,,,,,
,,,,,,"{'distance': 0.07999999999999996, 'evidence_accuracy': 0.782608695652174, 'evidence_precision': 1.0, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.5612938), 'contradiction': 0.0010369321098551154}"
,,,,,,"{'distance': 0.22807017543859653, 'evidence_accuracy': 0.7391304347826086, 'evidence_precision': 0.25, 'evidence_recall': 0.25, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.89452994), 'contradiction': 0.0008581061265431345}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.1636363636363637, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.125, 'evidence_recall': 0.5, 'evidence_f1': 0.2, 'similarity_metrics': np.float32(0.57787997), 'contradiction': 0.08912204951047897}"
,,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.5416666666666666, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 0.25, 'evidence_f1': 0.15384615384615383, 'similarity_metrics': np.float32(0.8946083), 'contradiction': 0.0010412561241537333}"
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.5652173913043478, 'evidence_precision': 0.125, 'evidence_recall': 0.25, 'evidence_f1': 0.16666666666666666, 'similarity_metrics': np.float32(0.567474), 'contradiction': 0.04119919613003731}"
,,,,,,"{'distance': 0.4, 'evidence_accuracy': 0.6956521739130435, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': np.float32(0.7026615), 'contradiction': 0.012192009016871452}"
,,,,,,"{'distance': 0.17647058823529416, 'evidence_accuracy': 0.6333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.82756734), 'contradiction': 0.0010124911786988378}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.875, 'evidence_precision': 0.0, 'evidence_recall': 0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.89780533), 'contradiction': 0.003681228030472994}"
,,,,,,
,,,,,,"{'distance': 0.11864406779661019, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.8417621), 'contradiction': 0.026413870975375175}"
,,,,,,
,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.75, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7392093), 'contradiction': 0.0033266337122768164}","{'distance': 0.23076923076923073, 'evidence_accuracy': 0.75, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7392093), 'contradiction': 0.0033266337122768164}",,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.375, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8202596), 'contradiction': 0.005445065442472696}"
,,,,,,"{'distance': 0.36585365853658536, 'evidence_accuracy': 0.5263157894736842, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 0.5, 'evidence_f1': 0.1818181818181818, 'similarity_metrics': np.float32(0.60223114), 'contradiction': 0.010649768635630608}"
,,,,,,"{'distance': 0.38095238095238093, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.5, 'evidence_recall': 0.75, 'evidence_f1': 0.6, 'similarity_metrics': np.float32(0.86359656), 'contradiction': 0.001970659475773573}"
,,,,,,"{'distance': 0.3972602739726028, 'evidence_accuracy': 0.8928571428571429, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.5320115), 'contradiction': 0.0016400576569139957}"
,,,,,,
"{'distance': 1.0, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.13552828), 'contradiction': 0.05987215414643288}",,"{'distance': 1.0, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.13552828), 'contradiction': 0.05987215414643288}",,,"{'distance': 1.0, 'evidence_accuracy': 0.5, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.13552828), 'contradiction': 0.05987215414643288}",
,,,,,,"{'distance': 0.4285714285714286, 'evidence_accuracy': 0.16666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.6946366), 'contradiction': 0.006196890491992235}"
,,,,,,
,,,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8129969), 'contradiction': 0.0012169682886451483}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.09473684210526312, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9304045), 'contradiction': 0.0008298892644234002}"
,,,,,,"{'distance': 0.375, 'evidence_accuracy': 0.9166666666666666, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.48373944), 'contradiction': 0.00173496687784791}"
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.25, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.6663313), 'contradiction': 0.001315387198701501}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.7894736842105263, 'evidence_accuracy': 0.5, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.4935797), 'contradiction': 0.9656925201416016}"
,,,,,,"{'distance': 0.5789473684210527, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.7217175), 'contradiction': 0.036251213401556015}"
,,,,,,
,,,,"{'distance': 0.84, 'evidence_accuracy': 0.3684210526315789, 'evidence_precision': 0.29411764705882354, 'evidence_recall': 1.0, 'evidence_f1': 0.45454545454545453, 'similarity_metrics': np.float32(0.41537213), 'contradiction': 0.9938820600509644}",,
,,,,,,"{'distance': 0.5625, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.6054273), 'contradiction': 0.4303409457206726}"
,,,,,,"{'distance': 0.25, 'evidence_accuracy': 0.3076923076923077, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9390837), 'contradiction': 0.0009848923655226827}"
,,,,,,"{'distance': 0.3157894736842105, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.5436448), 'contradiction': 0.003919638693332672}"
,,,,,,
,,,,,,"{'distance': 0.7142857142857143, 'evidence_accuracy': 0.8, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.84883845), 'contradiction': 0.0015876104589551687}"
,,,,,,
,,,,,,
,,,,,,
,,"{'distance': 0.8095238095238095, 'evidence_accuracy': 0.23529411764705882, 'evidence_precision': 0.13333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.23529411764705882, 'similarity_metrics': np.float32(0.3609295), 'contradiction': 0.0014377832412719727}",,,,"{'distance': 0.1351351351351351, 'evidence_accuracy': 0.6470588235294118, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9390213), 'contradiction': 0.0015858648112043738}"
,,,,"{'distance': 1.0, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 1.0, 'evidence_f1': 0.6, 'similarity_metrics': np.float32(0.16724874), 'contradiction': 0.0015496067935600877}",,"{'distance': 0.4117647058823529, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.73846626), 'contradiction': 0.0022301722783595324}"
,,,,,,"{'distance': 0.37777777777777777, 'evidence_accuracy': 0.75, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.4000714), 'contradiction': 0.002425050362944603}"
,,,,,,"{'distance': 0.16279069767441856, 'evidence_accuracy': 0.85, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.8106612), 'contradiction': 0.0008855683845467865}"
"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.96948797), 'contradiction': 0.001649254816584289}","{'distance': 0.5882352941176471, 'evidence_accuracy': 0.38095238095238093, 'evidence_precision': 0.07142857142857142, 'evidence_recall': 1.0, 'evidence_f1': 0.13333333333333333, 'similarity_metrics': np.float32(0.31427228), 'contradiction': 0.998852014541626}",,,,,"{'distance': 0.24, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.5472177), 'contradiction': 0.001174640143290162}"
,,,,,,"{'distance': 0.2692307692307693, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.79247296), 'contradiction': 0.0012221120996400714}"
,,,,,,"{'distance': 0.11428571428571432, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.59863865), 'contradiction': 0.001885969308204949}"
,,,,,,"{'distance': 0.12676056338028174, 'evidence_accuracy': 0.6875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9201836), 'contradiction': 0.0015383174177259207}"
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.5969168), 'contradiction': 0.003912514075636864}"
,,,,,,"{'distance': 0.31034482758620685, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9540919), 'contradiction': 0.002618649508804083}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.13207547169811318, 'evidence_accuracy': 0.8076923076923077, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.92111456), 'contradiction': 0.000732728629373014}"
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6923076923076923, 'evidence_precision': 0.2, 'evidence_recall': 0.2, 'evidence_f1': 0.20000000000000004, 'similarity_metrics': np.float32(0.8572967), 'contradiction': 0.0009730077581480145}"
,,,,,,
"{'distance': 1.0, 'evidence_accuracy': 0.125, 'evidence_precision': 0.125, 'evidence_recall': 1.0, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': np.float32(0.5254067), 'contradiction': 0.00858237687498331}",,"{'distance': 1.0, 'evidence_accuracy': 0.125, 'evidence_precision': 0.125, 'evidence_recall': 1.0, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': np.float32(0.5254067), 'contradiction': 0.00858237687498331}",,,"{'distance': 1.0, 'evidence_accuracy': 0.125, 'evidence_precision': 0.125, 'evidence_recall': 1.0, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': np.float32(0.5254067), 'contradiction': 0.00858237687498331}",
,"{'distance': 0.1351351351351351, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.8958215), 'contradiction': 0.010497483424842358}",,,"{'distance': 0.6923076923076923, 'evidence_accuracy': 0.3888888888888889, 'evidence_precision': 0.21428571428571427, 'evidence_recall': 1.0, 'evidence_f1': 0.35294117647058826, 'similarity_metrics': np.float32(0.09501338), 'contradiction': 0.9645013809204102}",,"{'distance': 0.19047619047619047, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6316875), 'contradiction': 0.0021639340557157993}"
"{'distance': 0.08571428571428574, 'evidence_accuracy': 0.9444444444444444, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.94456303), 'contradiction': 0.0427282489836216}",,"{'distance': 0.08571428571428574, 'evidence_accuracy': 0.9444444444444444, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.94456303), 'contradiction': 0.0427282489836216}",,,"{'distance': 0.08571428571428574, 'evidence_accuracy': 0.9444444444444444, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.94456303), 'contradiction': 0.0427282489836216}","{'distance': 0.17948717948717952, 'evidence_accuracy': 0.7222222222222222, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9513707), 'contradiction': 0.0014997938415035605}"
,,,,,,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.3888888888888889, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8299227), 'contradiction': 0.001635464490391314}"
,,,,"{'distance': 1.0, 'evidence_accuracy': 0.1111111111111111, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 1.0, 'evidence_f1': 0.19999999999999998, 'similarity_metrics': np.float32(0.14932182), 'contradiction': 0.9988131523132324}",,"{'distance': 0.36363636363636365, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.8234991), 'contradiction': 0.995904266834259}"
,"{'distance': 0.1578947368421053, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.91551244), 'contradiction': 0.9982831478118896}",,,,,"{'distance': 0.3913043478260869, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6807411), 'contradiction': 0.25534915924072266}"
,,,,,,"{'distance': 0.36363636363636365, 'evidence_accuracy': 0.8888888888888888, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.83058697), 'contradiction': 0.0019976808689534664}"
,,,,,,
,,,,,,"{'distance': 0.18367346938775508, 'evidence_accuracy': 0.7619047619047619, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.82475734), 'contradiction': 0.0010872849961742759}"
,,,,,,"{'distance': 0.1707317073170732, 'evidence_accuracy': 0.8947368421052632, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.85570085), 'contradiction': 0.057390425354242325}"
,,,,,,
,,,,,,"{'distance': 0.4666666666666667, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.5, 'evidence_recall': 0.75, 'evidence_f1': 0.6, 'similarity_metrics': np.float32(0.790817), 'contradiction': 0.0016935145249590278}"
,,,,,,
,,,,"{'distance': 0.21212121212121215, 'evidence_accuracy': 0.8275862068965517, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.25, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.89125764), 'contradiction': 0.01088767684996128}",,"{'distance': 0.3125, 'evidence_accuracy': 0.7586206896551724, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.5, 'evidence_f1': 0.36363636363636365, 'similarity_metrics': np.float32(0.79386234), 'contradiction': 0.004355347249656916}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.53688085), 'contradiction': 0.995844304561615}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.4375, 'evidence_accuracy': 0.38461538461538464, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.46436244), 'contradiction': 0.0015329343732446432}"
,,,,,,
,,,,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.6919143), 'contradiction': 0.002376159653067589}"
,,,,,,"{'distance': 0.3846153846153846, 'evidence_accuracy': 0.6, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.9144583), 'contradiction': 0.0019698848482221365}"
,,,,,,"{'distance': 0.2592592592592593, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6332193), 'contradiction': 0.17750443518161774}"
,,,,,,"{'distance': 0.2592592592592593, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.8145925), 'contradiction': 0.07000759243965149}"
,"{'distance': 0.125, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.71864426), 'contradiction': 0.03759365901350975}",,"{'distance': 0.125, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.71864426), 'contradiction': 0.03759365901350975}","{'distance': 0.125, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.71864426), 'contradiction': 0.03759365901350975}",,
,"{'distance': 0.5384615384615384, 'evidence_accuracy': 0.5, 'evidence_precision': 0.4, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.56990707), 'contradiction': 0.004222450777888298}",,"{'distance': 0.5384615384615384, 'evidence_accuracy': 0.5, 'evidence_precision': 0.4, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.56990707), 'contradiction': 0.004222450777888298}","{'distance': 0.5384615384615384, 'evidence_accuracy': 0.5, 'evidence_precision': 0.4, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.56990707), 'contradiction': 0.004222450777888298}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.83234143), 'contradiction': 0.003214235883206129}"
,,,,,,"{'distance': 0.29032258064516125, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8211234), 'contradiction': 0.0015576508594676852}"
,,,,,,"{'distance': 0.2666666666666667, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.86741674), 'contradiction': 0.0010642448905855417}"
,,,,,,
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8386956), 'contradiction': 0.0011455136118456721}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.4736842105263158, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6876008), 'contradiction': 0.5886514782905579}"
,,,,,,
,,,"{'distance': 0.5, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.524629), 'contradiction': 0.9988127946853638}","{'distance': 1.0, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': np.float32(0.29868332), 'contradiction': 0.0009799819672480226}",,"{'distance': 0.5294117647058824, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.53361094), 'contradiction': 0.004670514725148678}"
,,,,,,"{'distance': 0.3076923076923077, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.77110755), 'contradiction': 0.006558881141245365}"
,,,,,,
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.90739125), 'contradiction': 0.001430833712220192}"
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7780142), 'contradiction': 0.001388375647366047}"
,,,,,,
,,,,,,"{'distance': 0.3731343283582089, 'evidence_accuracy': 0.6774193548387096, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 1.0, 'evidence_f1': 0.16666666666666669, 'similarity_metrics': np.float32(0.58424366), 'contradiction': 0.008233037777245045}"
,,,,,,"{'distance': 0.4328358208955224, 'evidence_accuracy': 0.6451612903225806, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.26666666666666666, 'similarity_metrics': np.float32(0.687156), 'contradiction': 0.1447996348142624}"
,,,,,,"{'distance': 0.6363636363636364, 'evidence_accuracy': 0.5625, 'evidence_precision': 0.125, 'evidence_recall': 1.0, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': np.float32(0.101821885), 'contradiction': 0.47046002745628357}"
,,,,,,"{'distance': 0.31707317073170727, 'evidence_accuracy': 0.9375, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.7819636), 'contradiction': 0.21616119146347046}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,"{'distance': 0.6666666666666667, 'evidence_accuracy': 0.375, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.110065036), 'contradiction': 0.9978783130645752}","{'distance': 0.8333333333333334, 'evidence_accuracy': 0.25, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.075445026), 'contradiction': 0.9982832670211792}","{'distance': 0.6666666666666667, 'evidence_accuracy': 0.375, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.110065036), 'contradiction': 0.9978783130645752}","{'distance': 0.6666666666666667, 'evidence_accuracy': 0.375, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.110065036), 'contradiction': 0.9978783130645752}",,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.625, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.731227), 'contradiction': 0.0021761099342256784}"
