e-implcit-target-e-persona-you,e-persona-you,e-implcit-target-e-persona-human,baseline,e-implcit-target,e-persona-human,TextFoolerJin2019
"{'distance': 0.08571428571428574, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8270515, 'contradiction': 0.9982885718345642}","{'distance': 0.08571428571428574, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9418067, 'contradiction': 0.7114218473434448}",,"{'distance': 0.08571428571428574, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9418067, 'contradiction': 0.7114218473434448}",,"{'distance': 0.08571428571428574, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9418067, 'contradiction': 0.7114218473434448}","{'distance': 0.3529411764705882, 'evidence_accuracy': 0.7058823529411765, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': 0.7942633, 'contradiction': 0.918843686580658}"
,"{'distance': 0.935483870967742, 'evidence_accuracy': 0.18518518518518517, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 1.0, 'evidence_f1': 0.2666666666666667, 'similarity_metrics': 0.1821051, 'contradiction': 0.9686294198036194}",,,"{'distance': 0.875, 'evidence_accuracy': 0.2222222222222222, 'evidence_precision': 0.16, 'evidence_recall': 1.0, 'evidence_f1': 0.2758620689655173, 'similarity_metrics': 0.28722516, 'contradiction': 0.9702019691467285}","{'distance': 0.875, 'evidence_accuracy': 0.2222222222222222, 'evidence_precision': 0.16, 'evidence_recall': 1.0, 'evidence_f1': 0.2758620689655173, 'similarity_metrics': 0.24168378, 'contradiction': 0.9726082682609558}","{'distance': 0.03703703703703709, 'evidence_accuracy': 0.8148148148148148, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9777173, 'contradiction': 0.0022255589719861746}"
,,,,,,
,"{'distance': 0.9333333333333333, 'evidence_accuracy': 0.3, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': 0.3933927, 'contradiction': 0.01787896826863289}",,"{'distance': 0.9285714285714286, 'evidence_accuracy': 0.3, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': 0.2581481, 'contradiction': 0.002505815587937832}","{'distance': 0.15555555555555556, 'evidence_accuracy': 0.8, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.7369089, 'contradiction': 0.0024530428927391768}","{'distance': 0.631578947368421, 'evidence_accuracy': 0.6, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.5216967, 'contradiction': 0.2186296582221985}","{'distance': 0.050000000000000044, 'evidence_accuracy': 0.85, 'evidence_precision': 1.0, 'evidence_recall': 0.25, 'evidence_f1': 0.4, 'similarity_metrics': 0.9756387, 'contradiction': 0.0016482090577483177}"
,"{'distance': 0.4117647058823529, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.667485, 'contradiction': 0.0032039745710790157}",,,,"{'distance': 0.4117647058823529, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.6914395, 'contradiction': 0.002267274307087064}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9346342, 'contradiction': 0.003706789342686534}"
,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.43836898, 'contradiction': 0.002738865790888667}",,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.9334389, 'contradiction': 0.006661767140030861}"
"{'distance': 0.18918918918918914, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.5217433, 'contradiction': 0.9991318583488464}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.7231808, 'contradiction': 0.0024926404003053904}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.9473684210526315, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9757906, 'contradiction': 0.002960704965516925}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.7231808, 'contradiction': 0.0024926404003053904}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.9473684210526315, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.9757906, 'contradiction': 0.002960704965516925}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.7231808, 'contradiction': 0.0024926404003053904}","{'distance': 0.052631578947368474, 'evidence_accuracy': 0.8421052631578947, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.973686, 'contradiction': 0.0010669563198462129}"
,,,,,,"{'distance': 0.10526315789473684, 'evidence_accuracy': 0.7368421052631579, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8276806, 'contradiction': 0.03417322412133217}"
,,,,,,
,,,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.60983944, 'contradiction': 0.9972041845321655}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.60983944, 'contradiction': 0.9972041845321655}","{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.93597066, 'contradiction': 0.0014182078884914517}"
,,,,,,
,,,,,,"{'distance': 0.4444444444444444, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.36831462, 'contradiction': 0.05755356699228287}"
"{'distance': 0.040000000000000036, 'evidence_accuracy': 0.88, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.864604, 'contradiction': 0.9985222220420837}","{'distance': 0.16000000000000003, 'evidence_accuracy': 0.72, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.83032024, 'contradiction': 0.0019437795272096992}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.88, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.864604, 'contradiction': 0.9985222220420837}","{'distance': 0.12, 'evidence_accuracy': 0.76, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8860189, 'contradiction': 0.0018412990029901266}","{'distance': 0.040000000000000036, 'evidence_accuracy': 0.88, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.864604, 'contradiction': 0.9985222220420837}","{'distance': 0.16000000000000003, 'evidence_accuracy': 0.72, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.83032024, 'contradiction': 0.0019437795272096992}",
,,,,,,
,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.6875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9043994, 'contradiction': 0.8865090608596802}",,,,,"{'distance': 0.0625, 'evidence_accuracy': 0.875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9870474, 'contradiction': 0.0025009915698319674}"
,,,,,,"{'distance': 0.0625, 'evidence_accuracy': 0.875, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9572209, 'contradiction': 0.004763731267303228}"
,,,,,,
"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.5320519, 'contradiction': 0.9979606866836548}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.5320519, 'contradiction': 0.9979606866836548}",,"{'distance': 0.33333333333333337, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.5, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.5320519, 'contradiction': 0.9979606866836548}",,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9385659, 'contradiction': 0.0009630898130126297}"
,,,,,,
,,,,,,"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8387959, 'contradiction': 0.06399618834257126}"
"{'distance': 0.6, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.16666666666666666, 'similarity_metrics': 0.68613684, 'contradiction': 0.156804621219635}",,"{'distance': 0.6, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.16666666666666666, 'similarity_metrics': 0.68613684, 'contradiction': 0.156804621219635}",,"{'distance': 0.6, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.1111111111111111, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.16666666666666666, 'similarity_metrics': 0.68613684, 'contradiction': 0.156804621219635}",,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.96668875, 'contradiction': 0.0015462497249245644}"
,,,,,,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.87261236, 'contradiction': 0.0026843969244509935}"
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8014097, 'contradiction': 0.02264605462551117}"
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.7477782, 'contradiction': 0.18224167823791504}"
,,,,,,"{'distance': 0.15384615384615385, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.8468839, 'contradiction': 0.003664972959086299}"
,,,,,,"{'distance': 0.15384615384615385, 'evidence_accuracy': 0.7692307692307693, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.5, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.9020082, 'contradiction': 0.0022169118747115135}"
,,,,,,"{'distance': 0.050000000000000044, 'evidence_accuracy': 0.8, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.9875931, 'contradiction': 0.0012326145078986883}"
,"{'distance': 0.9047619047619048, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 1.0, 'evidence_f1': 0.375, 'similarity_metrics': 0.42674989, 'contradiction': 0.02391284517943859}","{'distance': 0.8095238095238095, 'evidence_accuracy': 0.35714285714285715, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': 0.31040525, 'contradiction': 0.9986571073532104}",,"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.375, 'evidence_recall': 1.0, 'evidence_f1': 0.5454545454545454, 'similarity_metrics': 0.4743559, 'contradiction': 0.9981181621551514}","{'distance': 0.9047619047619048, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 1.0, 'evidence_f1': 0.375, 'similarity_metrics': 0.42674989, 'contradiction': 0.02391284517943859}",
,,,,,,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97136694, 'contradiction': 0.0027968971990048885}"
,,,"{'distance': 0.4814814814814815, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': 0.49173564, 'contradiction': 0.9077366590499878}","{'distance': 0.5555555555555556, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': 0.14965728, 'contradiction': 0.9949402809143066}","{'distance': 0.9, 'evidence_accuracy': 0.21428571428571427, 'evidence_precision': 0.15384615384615385, 'evidence_recall': 1.0, 'evidence_f1': 0.2666666666666667, 'similarity_metrics': 0.4227215, 'contradiction': 0.9935897588729858}","{'distance': 0.2142857142857143, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.9049411, 'contradiction': 0.003766084322705865}"
"{'distance': 0.7333333333333334, 'evidence_accuracy': 0.35294117647058826, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 0.75, 'evidence_f1': 0.3529411764705882, 'similarity_metrics': 0.084153116, 'contradiction': 0.9875891804695129}",,"{'distance': 0.7333333333333334, 'evidence_accuracy': 0.35294117647058826, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 0.75, 'evidence_f1': 0.3529411764705882, 'similarity_metrics': 0.084153116, 'contradiction': 0.9875891804695129}",,"{'distance': 0.47058823529411764, 'evidence_accuracy': 0.23529411764705882, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.39839277, 'contradiction': 0.99897301197052}",,
,,,,,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.7058823529411765, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9910674, 'contradiction': 0.0017639341531321406}"
,"{'distance': 0.9090909090909091, 'evidence_accuracy': 0.1875, 'evidence_precision': 0.13333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.23529411764705882, 'similarity_metrics': 0.23551823, 'contradiction': 0.8840025663375854}",,"{'distance': 0.9090909090909091, 'evidence_accuracy': 0.1875, 'evidence_precision': 0.13333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.23529411764705882, 'similarity_metrics': 0.23551823, 'contradiction': 0.8840025663375854}",,,"{'distance': 0.0625, 'evidence_accuracy': 0.875, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.9612051, 'contradiction': 0.0038035332690924406}"
,,"{'distance': 0.21052631578947367, 'evidence_accuracy': 0.8125, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.4931199, 'contradiction': 0.9958149790763855}",,,,"{'distance': 0.0625, 'evidence_accuracy': 0.8125, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.9738749, 'contradiction': 0.004704874474555254}"
,,,,,,"{'distance': 0.4375, 'evidence_accuracy': 0.625, 'evidence_precision': 0.42857142857142855, 'evidence_recall': 0.6, 'evidence_f1': 0.5, 'similarity_metrics': 0.7364912, 'contradiction': 0.7525203824043274}"
,,,,,,"{'distance': 0.0625, 'evidence_accuracy': 0.8125, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.957086, 'contradiction': 0.0032432125881314278}"
,,,,,,
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.7777777777777778, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.936772, 'contradiction': 0.0022831829264760017}"
,,,,,,
,,,,,,"{'distance': 0.21052631578947367, 'evidence_accuracy': 0.7894736842105263, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.5851394, 'contradiction': 0.02417083829641342}"
"{'distance': 0.41666666666666663, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4, 'similarity_metrics': 0.6113404, 'contradiction': 0.7578973770141602}","{'distance': 0.41666666666666663, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4, 'similarity_metrics': 0.6113404, 'contradiction': 0.7578973770141602}","{'distance': 0.41666666666666663, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4, 'similarity_metrics': 0.6113404, 'contradiction': 0.7578973770141602}","{'distance': 0.41666666666666663, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4, 'similarity_metrics': 0.6113404, 'contradiction': 0.7578973770141602}","{'distance': 0.41666666666666663, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4, 'similarity_metrics': 0.6113404, 'contradiction': 0.7578973770141602}","{'distance': 0.41666666666666663, 'evidence_accuracy': 0.5384615384615384, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4, 'similarity_metrics': 0.6113404, 'contradiction': 0.7578973770141602}","{'distance': 0.07692307692307687, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9418856, 'contradiction': 0.0030812444165349007}"
,,,"{'distance': 0.15384615384615385, 'evidence_accuracy': 0.8461538461538461, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': 0.57779163, 'contradiction': 0.9854398369789124}",,,"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.8461538461538461, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9521241, 'contradiction': 0.0135676683858037}"
"{'distance': 0.2142857142857143, 'evidence_accuracy': 0.8214285714285714, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': 0.79727495, 'contradiction': 0.9961714148521423}","{'distance': 0.1228070175438597, 'evidence_accuracy': 0.8214285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97915566, 'contradiction': 0.9906540513038635}","{'distance': 0.25, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 1.0, 'evidence_f1': 0.25, 'similarity_metrics': 0.78187644, 'contradiction': 0.9963662624359131}","{'distance': 0.1228070175438597, 'evidence_accuracy': 0.8214285714285714, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.97915566, 'contradiction': 0.9906540513038635}","{'distance': 0.2142857142857143, 'evidence_accuracy': 0.8214285714285714, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': 0.79727495, 'contradiction': 0.9961714148521423}","{'distance': 0.0714285714285714, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.87008566, 'contradiction': 0.9955124258995056}","{'distance': 0.3928571428571429, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.09090909090909091, 'evidence_recall': 1.0, 'evidence_f1': 0.16666666666666669, 'similarity_metrics': 0.6021427, 'contradiction': 0.16691164672374725}"
"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.88908076, 'contradiction': 0.9951475262641907}","{'distance': 0.1228070175438597, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.25, 'evidence_recall': 0.25, 'evidence_f1': 0.25, 'similarity_metrics': 0.97915566, 'contradiction': 0.9906540513038635}","{'distance': 0.3584905660377359, 'evidence_accuracy': 0.6071428571428571, 'evidence_precision': 0.18181818181818182, 'evidence_recall': 0.5, 'evidence_f1': 0.26666666666666666, 'similarity_metrics': 0.88526064, 'contradiction': 0.9307601451873779}","{'distance': 0.1228070175438597, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.25, 'evidence_recall': 0.25, 'evidence_f1': 0.25, 'similarity_metrics': 0.97915566, 'contradiction': 0.9906540513038635}","{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.88908076, 'contradiction': 0.9951475262641907}","{'distance': 0.1228070175438597, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.25, 'evidence_recall': 0.25, 'evidence_f1': 0.25, 'similarity_metrics': 0.97915566, 'contradiction': 0.9906540513038635}","{'distance': 0.4285714285714286, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.25, 'evidence_recall': 0.75, 'evidence_f1': 0.375, 'similarity_metrics': 0.41100925, 'contradiction': 0.37218114733695984}"
,,,,,,
"{'distance': 0.25, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.6547403, 'contradiction': 0.9994378685951233}","{'distance': 0.4285714285714286, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.83221865, 'contradiction': 0.006901800632476807}","{'distance': 0.25, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': 0.6547403, 'contradiction': 0.9994378685951233}",,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.77473617, 'contradiction': 0.9993330836296082}",,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.5833333333333334, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9240289, 'contradiction': 0.00205172598361969}"
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.87049663, 'contradiction': 0.7700560688972473}"
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.95809865, 'contradiction': 0.002163839293643832}"
,,,,,,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.5882352941176471, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.7291648, 'contradiction': 0.007006198167800903}"
,,,,,,"{'distance': 0.17647058823529416, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.8284011, 'contradiction': 0.06972602009773254}"
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9063184, 'contradiction': 0.0021112270187586546}"
,,,,,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.9420967, 'contradiction': 0.0025723481085151434}"
"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80403626, 'contradiction': 0.9949967861175537}",,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80403626, 'contradiction': 0.9949967861175537}",,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80403626, 'contradiction': 0.9949967861175537}",,
"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80403626, 'contradiction': 0.9949967861175537}",,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80403626, 'contradiction': 0.9949967861175537}",,"{'distance': 0.0714285714285714, 'evidence_accuracy': 0.6428571428571429, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80403626, 'contradiction': 0.9949967861175537}",,
